Time (s),Output (V)
0,-4
9.770395701025892e-06,-3.921875
1.954079140205178e-05,-3.84375
2.931118710307767e-05,-3.765625
3.908158280410357e-05,-3.6875
4.885197850512946e-05,-3.609375
5.862237420615535e-05,-3.53125
6.839276990718125e-05,-3.453125
7.816316560820714e-05,-3.375
8.793356130923302e-05,-3.296875
9.770395701025892e-05,-3.21875
0.0001074743527112848,-3.140625
0.0001172447484123107,-3.0625
0.0001270151441133366,-2.984375
0.0001367855398143625,-2.90625
0.0001465559355153884,-2.828125
0.0001563263312164143,-2.75
0.0001660967269174402,-2.671875
0.000175867122618466,-2.59375
0.000185637518319492,-2.515625
0.0001954079140205178,-2.4375
0.0002051783097215437,-2.359375
0.0002149487054225696,-2.28125
0.0002247191011235955,-2.203125
0.0002344894968246214,-2.125
0.0002442598925256473,-2.046875
0.0002540302882266732,-1.96875
0.0002638006839276991,-1.890625
0.000273571079628725,-1.8125
0.0002833414753297508,-1.734375
0.0002931118710307767,-1.65625
0.0003028822667318026,-1.578125
0.0003126526624328285,-1.5
0.0003224230581338545,-1.421875
0.0003321934538348803,-1.34375
0.0003419638495359062,-1.265625
0.0003517342452369321,-1.1875
0.000361504640937958,-1.109375
0.0003712750366389839,-1.03125
0.0003810454323400098,-0.953125
0.0003908158280410357,-0.875
0.0004005862237420616,-0.796875
0.0004103566194430874,-0.71875
0.0004201270151441134,-0.640625
0.0004298974108451392,-0.5625
0.0004396678065461651,-0.484375
0.000449438202247191,-0.40625
0.0004592085979482169,-0.328125
0.0004689789936492428,-0.25
0.0004787493893502687,-0.171875
0.0004885197850512946,-0.09375
0.0004982901807523205,-0.015625
0.0005080605764533464,0.0625
0.0005178309721543722,0.140625
0.0005276013678553982,0.21875
0.0005373717635564241,0.296875
0.00054714215925745,0.375
0.0005569125549584759,0.453125
0.0005666829506595016,0.53125
0.0005764533463605276,0.609375
0.0005862237420615535,0.6875
0.0005959941377625794,0.765625
0.0006057645334636053,0.84375
0.0006155349291646311,0.921875
0.0006253053248656571,1
0.000635075720566683,1.078125
0.0006448461162677089,1.15625
0.0006546165119687348,1.234375
0.0006643869076697606,1.3125
0.0006741573033707866,1.390625
0.0006839276990718125,1.46875
0.0006936980947728383,1.546875
0.0007034684904738642,1.625
0.00071323888617489,1.703125
0.000723009281875916,1.78125
0.0007327796775769418,1.859375
0.0007425500732779678,1.9375
0.0007523204689789937,2.015625
0.0007620908646800195,2.09375
0.0007718612603810455,2.171875
0.0007816316560820713,2.25
0.0007914020517830973,2.328125
0.0008011724474841232,2.40625
0.000810942843185149,2.484375
0.0008207132388861749,2.5625
0.0008304836345872007,2.640625
0.0008402540302882267,2.71875
0.0008500244259892526,2.796875
0.0008597948216902784,2.875
0.0008695652173913044,2.953125
0.0008793356130923302,3.03125
0.0008891060087933562,3.109375
0.0008988764044943821,3.1875
0.0009086468001954079,3.265625
0.0009184171958964339,3.34375
0.0009281875915974597,3.421875
0.0009379579872984856,3.5
0.0009477283829995114,3.578125
0.0009574987787005373,3.65625
0.0009672691744015633,3.734375
0.0009770395701025891,3.8125
0.000986809965803615,3.890625
0.0009965803615046411,3.96875
0.001006350757205667,-3.953125
0.001016121152906693,-3.875
0.001025891548607719,-3.796875
0.001035661944308744,-3.71875
0.001045432340009771,-3.640625
0.001055202735710796,-3.5625
0.001064973131411822,-3.484375
0.001074743527112848,-3.40625
0.001084513922813874,-3.328125
0.0010942843185149,-3.25
0.001104054714215926,-3.171875
0.001113825109916952,-3.09375
0.001123595505617978,-3.015625
0.001133365901319003,-2.9375
0.001143136297020029,-2.859375
0.001152906692721055,-2.78125
0.001162677088422081,-2.703125
0.001172447484123107,-2.625
0.001182217879824133,-2.546875
0.001191988275525159,-2.46875
0.001201758671226185,-2.390625
0.001211529066927211,-2.3125
0.001221299462628236,-2.234375
0.001231069858329262,-2.15625
0.001240840254030288,-2.078125
0.001250610649731314,-2
0.00126038104543234,-1.921875
0.001270151441133366,-1.84375
0.001279921836834392,-1.765625
0.001289692232535418,-1.6875
0.001299462628236444,-1.609375
0.00130923302393747,-1.53125
0.001319003419638495,-1.453125
0.001328773815339521,-1.375
0.001338544211040547,-1.296875
0.001348314606741573,-1.21875
0.001358085002442599,-1.140625
0.001367855398143625,-1.0625
0.001377625793844651,-0.984375
0.001387396189545677,-0.90625
0.001397166585246702,-0.828125
0.001406936980947728,-0.75
0.001416707376648754,-0.671875
0.00142647777234978,-0.59375
0.001436248168050806,-0.515625
0.001446018563751832,-0.4375
0.001455788959452858,-0.359375
0.001465559355153884,-0.28125
0.00147532975085491,-0.203125
0.001485100146555936,-0.125
0.001494870542256961,-0.046875
0.001504640937957987,0.03125
0.001514411333659013,0.109375
0.001524181729360039,0.1875
0.001533952125061065,0.265625
0.001543722520762091,0.34375
0.001553492916463117,0.421875
0.001563263312164143,0.5
0.001573033707865169,0.578125
0.001582804103566195,0.65625
0.00159257449926722,0.734375
0.001602344894968246,0.8125
0.001612115290669272,0.890625
0.001621885686370298,0.96875
0.001631656082071324,1.046875
0.00164142647777235,1.125
0.001651196873473376,1.203125
0.001660967269174401,1.28125
0.001670737664875427,1.359375
0.001680508060576453,1.4375
0.001690278456277479,1.515625
0.001700048851978505,1.59375
0.001709819247679531,1.671875
0.001719589643380557,1.75
0.001729360039081583,1.828125
0.001739130434782609,1.90625
0.001748900830483635,1.984375
0.00175867122618466,2.0625
0.001768441621885686,2.140625
0.001778212017586712,2.21875
0.001787982413287738,2.296875
0.001797752808988764,2.375
0.00180752320468979,2.453125
0.001817293600390816,2.53125
0.001827063996091842,2.609375
0.001836834391792868,2.6875
0.001846604787493894,2.765625
0.001856375183194919,2.84375
0.001866145578895945,2.921875
0.001875915974596971,3
