Freq.	V(vo)
Step Information: Run=1  (Run: 1/10)
3.98107170553495e+002	(-2.04514004401952e-001dB,1.67618218525187e+002°)
4.07380277804111e+002	(-2.13911038671531e-001dB,1.67339001694376e+002°)
4.16869383470333e+002	(-2.23729197272055e-001dB,1.67053912281337e+002°)
4.26579518801591e+002	(-2.33986336959596e-001dB,1.66762855587151e+002°)
4.36515832240164e+002	(-2.44700979130394e-001dB,1.66465737368593e+002°)
4.46683592150961e+002	(-2.55892326147703e-001dB,1.66162464000409e+002°)
4.57088189614873e+002	(-2.67580277267591e-001dB,1.65852942648133e+002°)
4.67735141287196e+002	(-2.79785444067299e-001dB,1.65537081451751e+002°)
4.78630092322636e+002	(-2.92529165271759e-001dB,1.65214789720530e+002°)
4.89778819368444e+002	(-3.05833520865943e-001dB,1.64885978139277e+002°)
5.01187233627270e+002	(-3.19721345372529e-001dB,1.64550558986279e+002°)
5.12861383991362e+002	(-3.34216240165873e-001dB,1.64208446363139e+002°)
5.24807460249770e+002	(-3.49342584684978e-001dB,1.63859556436661e+002°)
5.37031796370250e+002	(-3.65125546399632e-001dB,1.63503807692906e+002°)
5.49540873857622e+002	(-3.81591089375580e-001dB,1.63141121203487e+002°)
5.62341325190346e+002	(-3.98765981276305e-001dB,1.62771420904075e+002°)
5.75439937337154e+002	(-4.16677798631239e-001dB,1.62394633885069e+002°)
5.88843655355586e+002	(-4.35354930192522e-001dB,1.62010690694251e+002°)
6.02559586074355e+002	(-4.54826578195533e-001dB,1.61619525651193e+002°)
6.16595001861479e+002	(-4.75122757332070e-001dB,1.61221077173076e+002°)
6.30957344480190e+002	(-4.96274291239542e-001dB,1.60815288111468e+002°)
6.45654229034652e+002	(-5.18312806305006e-001dB,1.60402106099514e+002°)
6.60693448007592e+002	(-5.41270722579565e-001dB,1.59981483908850e+002°)
6.76082975391978e+002	(-5.65181241596696e-001dB,1.59553379815427e+002°)
6.91830970918933e+002	(-5.90078330887623e-001dB,1.59117757973301e+002°)
7.07945784384134e+002	(-6.15996704988318e-001dB,1.58674588795297e+002°)
7.24435960074986e+002	(-6.42971802735946e-001dB,1.58223849339284e+002°)
7.41310241300914e+002	(-6.71039760658321e-001dB,1.57765523698674e+002°)
7.58577575029180e+002	(-7.00237382267745e-001dB,1.57299603395559e+002°)
7.76247116628688e+002	(-7.30602103081354e-001dB,1.56826087774759e+002°)
7.94328234724277e+002	(-7.62171951203448e-001dB,1.56344984396882e+002°)
8.12830516164095e+002	(-7.94985503321723e-001dB,1.55856309428309e+002°)
8.31763771102666e+002	(-8.29081835988889e-001dB,1.55360088025886e+002°)
8.51138038202372e+002	(-8.64500472084040e-001dB,1.54856354713908e+002°)
8.70963589956076e+002	(-9.01281322374291e-001dB,1.54345153750859e+002°)
8.91250938133741e+002	(-9.39464622126973e-001dB,1.53826539483200e+002°)
9.12010839355905e+002	(-9.79090862755605e-001dB,1.53300576683383e+002°)
9.33254300796986e+002	(-1.02020071851942e+000dB,1.52767340869152e+002°)
9.54992586021431e+002	(-1.06283496833582e+000dB,1.52226918601087e+002°)
9.77237220955805e+002	(-1.10703441280812e+000dB,1.51679407755284e+002°)
9.99999999999994e+002	(-1.15283978661620e+000dB,1.51124917768017e+002°)
1.02329299228075e+003	(-1.20029166646607e+000dB,1.50563569849193e+002°)
1.04712854805089e+003	(-1.24943037484439e+000dB,1.49995497161453e+002°)
1.07151930523760e+003	(-1.30029587987564e+000dB,1.49420844961792e+002°)
1.09647819614318e+003	(-1.35292769163243e+000dB,1.48839770702687e+002°)
1.12201845430196e+003	(-1.40736475530254e+000dB,1.48252444089820e+002°)
1.14815362149688e+003	(-1.46364534166886e+000dB,1.47659047093679e+002°)
1.17489755493952e+003	(-1.52180693541014e+000dB,1.47059773912514e+002°)
1.20226443461741e+003	(-1.58188612177960e+000dB,1.46454830884384e+002°)
1.23026877081237e+003	(-1.64391847226567e+000dB,1.45844436346343e+002°)
1.25892541179416e+003	(-1.70793842988148e+000dB,1.45228820439127e+002°)
1.28824955169313e+003	(-1.77397919476815e+000dB,1.44608224856115e+002°)
1.31825673855640e+003	(-1.84207261082959e+000dB,1.43982902535733e+002°)
1.34896288259165e+003	(-1.91224905414250e+000dB,1.43353117296930e+002°)
1.38038426460288e+003	(-1.98453732390434e+000dB,1.42719143417835e+002°)
1.41253754462275e+003	(-2.05896453669295e+000dB,1.42081265158213e+002°)
1.44543977074592e+003	(-2.13555602481388e+000dB,1.41439776226848e+002°)
1.47910838816820e+003	(-2.21433523950498e+000dB,1.40794979195515e+002°)
1.51356124843620e+003	(-2.29532365975159e+000dB,1.40147184861748e+002°)
1.54881661891247e+003	(-2.37854070744015e+000dB,1.39496711563130e+002°)
1.58489319246110e+003	(-2.46400366954289e+000dB,1.38843884446333e+002°)
1.62181009735892e+003	(-2.55172762798158e+000dB,1.38189034694655e+002°)
1.65958690743755e+003	(-2.64172539776466e+000dB,1.37532498718243e+002°)
1.69824365246173e+003	(-2.73400747393017e+000dB,1.36874617311606e+002°)
1.73780082874936e+003	(-2.82858198775664e+000dB,1.36215734783435e+002°)
1.77827941003891e+003	(-2.92545467262779e+000dB,1.35556198064009e+002°)
1.81970085860997e+003	(-3.02462883985409e+000dB,1.34896355795807e+002°)
1.86208713666286e+003	(-3.12610536466733e+000dB,1.34236557413061e+002°)
1.90546071796323e+003	(-3.22988268251375e+000dB,1.33577152216197e+002°)
1.94984459975803e+003	(-3.33595679567909e+000dB,1.32918488447114e+002°)
1.99526231496887e+003	(-3.44432129018614e+000dB,1.32260912371262e+002°)
2.04173794466952e+003	(-3.55496736281311e+000dB,1.31604767372411e+002°)
2.08929613085403e+003	(-3.66788385799195e+000dB,1.30950393065835e+002°)
2.13796208950222e+003	(-3.78305731425950e+000dB,1.30298124435408e+002°)
2.18776162394954e+003	(-3.90047201985352e+000dB,1.29648290999861e+002°)
2.23872113856832e+003	(-4.02011007697081e+000dB,1.29001216013077e+002°)
2.29086765276776e+003	(-4.14195147413663e+000dB,1.28357215702930e+002°)
2.34422881531991e+003	(-4.26597416607512e+000dB,1.27716598552729e+002°)
2.39883291901947e+003	(-4.39215416041916e+000dB,1.27079664628875e+002°)
2.45470891568501e+003	(-4.52046561055604e+000dB,1.26446704957809e+002°)
2.51188643150956e+003	(-4.65088091387309e+000dB,1.25818000954852e+002°)
2.57039578276885e+003	(-4.78337081464420e+000dB,1.25193823906962e+002°)
2.63026799189536e+003	(-4.91790451078498e+000dB,1.24574434510939e+002°)
2.69153480392690e+003	(-5.05444976370035e+000dB,1.23960082468059e+002°)
2.75422870333815e+003	(-5.19297301045294e+000dB,1.23351006135600e+002°)
2.81838293126443e+003	(-5.33343947749437e+000dB,1.22747432235231e+002°)
2.88403150312659e+003	(-5.47581329522211e+000dB,1.22149575617777e+002°)
2.95120922666636e+003	(-5.62005761265310e+000dB,1.21557639083388e+002°)
3.01995172040199e+003	(-5.76613471153916e+000dB,1.20971813255783e+002°)
3.09029543251357e+003	(-5.91400611928926e+000dB,1.20392276508835e+002°)
3.16227766016836e+003	(-6.06363272010733e+000dB,1.19819194943442e+002°)
3.23593656929626e+003	(-6.21497486380227e+000dB,1.19252722412363e+002°)
3.31131121482589e+003	(-6.36799247177653e+000dB,1.18693000590408e+002°)
3.38844156139200e+003	(-6.52264513975203e+000dB,1.18140159087238e+002°)
3.46736850452529e+003	(-6.67889223684485e+000dB,1.17594315599800e+002°)
3.54813389233573e+003	(-6.83669300065299e+000dB,1.17055576101371e+002°)
3.63078054770099e+003	(-6.99600662807452e+000dB,1.16524035064065e+002°)
3.71535229097170e+003	(-7.15679236162409e+000dB,1.15999775711636e+002°)
3.80189396320558e+003	(-7.31900957106596e+000dB,1.15482870299410e+002°)
3.89045144994278e+003	(-7.48261783022889e+000dB,1.14973380418183e+002°)
3.98107170553494e+003	(-7.64757698891288e+000dB,1.14471357319013e+002°)
4.07380277804110e+003	(-7.81384723984013e+000dB,1.13976842255871e+002°)
4.16869383470332e+003	(-7.98138918064084e+000dB,1.13489866843261e+002°)
4.26579518801589e+003	(-8.15016387090050e+000dB,1.13010453425995e+002°)
4.36515832240162e+003	(-8.32013288432709e+000dB,1.12538615458495e+002°)
4.46683592150960e+003	(-8.49125835612528e+000dB,1.12074357891081e+002°)
4.57088189614871e+003	(-8.66350302569025e+000dB,1.11617677560919e+002°)
4.67735141287194e+003	(-8.83683027475541e+000dB,1.11168563585425e+002°)
4.78630092322634e+003	(-9.01120416114712e+000dB,1.10726997756096e+002°)
4.89778819368442e+003	(-9.18658944831485e+000dB,1.10292954930933e+002°)
5.01187233627268e+003	(-9.36295163081824e+000dB,1.09866403423743e+002°)
5.12861383991361e+003	(-9.54025695596187e+000dB,1.09447305388813e+002°)
5.24807460249768e+003	(-9.71847244177623e+000dB,1.09035617199585e+002°)
5.37031796370248e+003	(-9.89756589154811e+000dB,1.08631289820145e+002°)
5.49540873857620e+003	(-1.00775059051065e+001dB,1.08234269168441e+002°)
5.62341325190344e+003	(-1.02582618870708e+001dB,1.07844496470359e+002°)
5.75439937337152e+003	(-1.04398040522676e+001dB,1.07461908603846e+002°)
5.88843655355584e+003	(-1.06221034285195e+001dB,1.07086438432468e+002°)
6.02559586074353e+003	(-1.08051318570057e+001dB,1.06718015127845e+002°)
6.16595001861477e+003	(-1.09888619903908e+001dB,1.06356564480577e+002°)
6.30957344480188e+003	(-1.11732672889091e+001dB,1.06002009199333e+002°)
6.45654229034650e+003	(-1.13583220145892e+001dB,1.05654269197883e+002°)
6.60693448007590e+003	(-1.15440012237942e+001dB,1.05313261869954e+002°)
6.76082975391976e+003	(-1.17302807582440e+001dB,1.04978902351837e+002°)
6.91830970918931e+003	(-1.19171372346827e+001dB,1.04651103772778e+002°)
7.07945784384132e+003	(-1.21045480333399e+001dB,1.04329777493211e+002°)
7.24435960074984e+003	(-1.22924912853316e+001dB,1.04014833330975e+002°)
7.41310241300911e+003	(-1.24809458591338e+001dB,1.03706179775692e+002°)
7.58577575029177e+003	(-1.26698913462576e+001dB,1.03403724191517e+002°)
7.76247116628685e+003	(-1.28593080462415e+001dB,1.03107373008529e+002°)
7.94328234724275e+003	(-1.30491769510729e+001dB,1.02817031903035e+002°)
8.12830516164092e+003	(-1.32394797291402e+001dB,1.02532605967106e+002°)
8.31763771102664e+003	(-1.34301987088092e+001dB,1.02253999867666e+002°)
8.51138038202369e+003	(-1.36213168617123e+001dB,1.01981117995492e+002°)
8.70963589956073e+003	(-1.38128177858281e+001dB,1.01713864604473e+002°)
8.91250938133738e+003	(-1.40046856884264e+001dB,1.01452143941497e+002°)
9.12010839355902e+003	(-1.41969053689431e+001dB,1.01195860367341e+002°)
9.33254300796983e+003	(-1.43894622018462e+001dB,1.00944918468935e+002°)
9.54992586021428e+003	(-1.45823421195474e+001dB,1.00699223163381e+002°)
9.77237220955802e+003	(-1.47755315954065e+001dB,1.00458679794092e+002°)
1.00000000000000e+004	(-1.49690176268744e+001dB,1.00223194219427e+002°)
Step Information: Run=4  (Run: 4/10)
1.00000000000000e+001	(-3.90356331158993e-004dB,1.79595437539732e+002°)
1.02329299228075e+001	(-4.00557819587411e-004dB,1.79586014393572e+002°)
1.04712854805090e+001	(-4.11240063670529e-004dB,1.79576371777321e+002°)
1.07151930523761e+001	(-4.22425718243345e-004dB,1.79566504580519e+002°)
1.09647819614319e+001	(-4.34138505601636e-004dB,1.79556407573791e+002°)
1.12201845430196e+001	(-4.46403265760209e-004dB,1.79546075406079e+002°)
1.14815362149688e+001	(-4.59246009137695e-004dB,1.79535502601819e+002°)
1.17489755493953e+001	(-4.72693971655560e-004dB,1.79524683558051e+002°)
1.20226443461741e+001	(-4.86775672492642e-004dB,1.79513612541461e+002°)
1.23026877081238e+001	(-5.01520974504159e-004dB,1.79502283685357e+002°)
1.25892541179417e+001	(-5.16961147531101e-004dB,1.79490690986574e+002°)
1.28824955169313e+001	(-5.33128934663979e-004dB,1.79478828302306e+002°)
1.31825673855641e+001	(-5.50058621615539e-004dB,1.79466689346869e+002°)
1.34896288259165e+001	(-5.67786109399545e-004dB,1.79454267688389e+002°)
1.38038426460288e+001	(-5.86348990386419e-004dB,1.79441556745409e+002°)
1.41253754462275e+001	(-6.05786627961841e-004dB,1.79428549783425e+002°)
1.44543977074593e+001	(-6.26140239932468e-004dB,1.79415239911336e+002°)
1.47910838816821e+001	(-6.47452985842277e-004dB,1.79401620077819e+002°)
1.51356124843621e+001	(-6.69770058424806e-004dB,1.79387683067615e+002°)
1.54881661891248e+001	(-6.93138779316316e-004dB,1.79373421497736e+002°)
1.58489319246111e+001	(-7.17608699323744e-004dB,1.79358827813578e+002°)
1.62181009735893e+001	(-7.43231703360049e-004dB,1.79343894284952e+002°)
1.65958690743756e+001	(-7.70062120343863e-004dB,1.79328613002021e+002°)
1.69824365246174e+001	(-7.98156838269758e-004dB,1.79312975871143e+002°)
1.73780082874937e+001	(-8.27575424664199e-004dB,1.79296974610624e+002°)
1.77827941003892e+001	(-8.58380252732087e-004dB,1.79280600746370e+002°)
1.81970085860998e+001	(-8.90636633436143e-004dB,1.79263845607439e+002°)
1.86208713666287e+001	(-9.24412953745785e-004dB,1.79246700321501e+002°)
1.90546071796325e+001	(-9.59780821445561e-004dB,1.79229155810182e+002°)
1.94984459975804e+001	(-9.96815216688918e-004dB,1.79211202784312e+002°)
1.99526231496888e+001	(-1.03559465072722e-003dB,1.79192831739063e+002°)
2.04173794466953e+001	(-1.07620133205122e-003dB,1.79174032948974e+002°)
2.08929613085404e+001	(-1.11872134037429e-003dB,1.79154796462870e+002°)
2.13796208950223e+001	(-1.16324480877211e-003dB,1.79135112098662e+002°)
2.18776162394955e+001	(-1.20986611436912e-003dB,1.79114969438028e+002°)
2.23872113856834e+001	(-1.25868407800050e-003dB,1.79094357820982e+002°)
2.29086765276777e+001	(-1.30980217322810e-003dB,1.79073266340315e+002°)
2.34422881531992e+001	(-1.36332874518983e-003dB,1.79051683835911e+002°)
2.39883291901949e+001	(-1.41937723969987e-003dB,1.79029598888945e+002°)
2.45470891568503e+001	(-1.47806644310432e-003dB,1.79006999815939e+002°)
2.51188643150958e+001	(-1.53952073340846e-003dB,1.78983874662697e+002°)
2.57039578276886e+001	(-1.60387034315801e-003dB,1.78960211198097e+002°)
2.63026799189538e+001	(-1.67125163466579e-003dB,1.78935996907753e+002°)
2.69153480392691e+001	(-1.74180738812964e-003dB,1.78911218987532e+002°)
2.75422870333816e+001	(-1.81568710327759e-003dB,1.78885864336929e+002°)
2.81838293126445e+001	(-1.89304731510931e-003dB,1.78859919552299e+002°)
2.88403150312660e+001	(-1.97405192447941e-003dB,1.78833370919940e+002°)
2.95120922666638e+001	(-2.05887254411870e-003dB,1.78806204409024e+002°)
3.01995172040201e+001	(-2.14768886089083e-003dB,1.78778405664372e+002°)
3.09029543251359e+001	(-2.24068901497761e-003dB,1.78749959999081e+002°)
3.16227766016838e+001	(-2.33806999683166e-003dB,1.78720852386981e+002°)
3.23593656929628e+001	(-2.44003806268537e-003dB,1.78691067454939e+002°)
3.31131121482591e+001	(-2.54680916947321e-003dB,1.78660589474992e+002°)
3.38844156139202e+001	(-2.65860943012978e-003dB,1.78629402356315e+002°)
3.46736850452531e+001	(-2.77567559009506e-003dB,1.78597489637015e+002°)
3.54813389233575e+001	(-2.89825552614838e-003dB,1.78564834475762e+002°)
3.63078054770101e+001	(-3.02660876845797e-003dB,1.78531419643228e+002°)
3.71535229097172e+001	(-3.16100704705488e-003dB,1.78497227513360e+002°)
3.80189396320561e+001	(-3.30173486375113e-003dB,1.78462240054468e+002°)
3.89045144994280e+001	(-3.44909009073435e-003dB,1.78426438820125e+002°)
3.98107170553497e+001	(-3.60338459707267e-003dB,1.78389804939884e+002°)
4.07380277804112e+001	(-3.76494490435742e-003dB,1.78352319109804e+002°)
4.16869383470335e+001	(-3.93411287290220e-003dB,1.78313961582786e+002°)
4.26579518801592e+001	(-4.11124641982555e-003dB,1.78274712158711e+002°)
4.36515832240165e+001	(-4.29672027053671e-003dB,1.78234550174384e+002°)
4.46683592150962e+001	(-4.49092674513162e-003dB,1.78193454493280e+002°)
4.57088189614874e+001	(-4.69427658128923e-003dB,1.78151403495085e+002°)
4.67735141287197e+001	(-4.90719979533713e-003dB,1.78108375065035e+002°)
4.78630092322638e+001	(-5.13014658324620e-003dB,1.78064346583054e+002°)
4.89778819368445e+001	(-5.36358826335612e-003dB,1.78019294912680e+002°)
5.01187233627271e+001	(-5.60801826272515e-003dB,1.77973196389786e+002°)
5.12861383991364e+001	(-5.86395314908831e-003dB,1.77926026811088e+002°)
5.24807460249772e+001	(-6.13193371050245e-003dB,1.77877761422448e+002°)
5.37031796370252e+001	(-6.41252608480175e-003dB,1.77828374906959e+002°)
5.49540873857624e+001	(-6.70632294115805e-003dB,1.77777841372820e+002°)
5.62341325190348e+001	(-7.01394471602798e-003dB,1.77726134341002e+002°)
5.75439937337156e+001	(-7.33604090600840e-003dB,1.77673226732696e+002°)
5.88843655355588e+001	(-7.67329142006047e-003dB,1.77619090856549e+002°)
6.02559586074357e+001	(-8.02640799382861e-003dB,1.77563698395693e+002°)
6.16595001861481e+001	(-8.39613566879188e-003dB,1.77507020394559e+002°)
6.30957344480192e+001	(-8.78325433912841e-003dB,1.77449027245483e+002°)
6.45654229034654e+001	(-9.18858036927788e-003dB,1.77389688675107e+002°)
6.60693448007595e+001	(-9.61296828539007e-003dB,1.77328973730569e+002°)
6.76082975391980e+001	(-1.00573125438104e-002dB,1.77266850765500e+002°)
6.91830970918935e+001	(-1.05225493800724e-002dB,1.77203287425820e+002°)
7.07945784384136e+001	(-1.10096587418955e-002dB,1.77138250635335e+002°)
7.24435960074988e+001	(-1.15196663097933e-002dB,1.77071706581155e+002°)
7.41310241300916e+001	(-1.20536456091706e-002dB,1.77003620698922e+002°)
7.58577575029182e+001	(-1.26127202178249e-002dB,1.76933957657869e+002°)
7.76247116628690e+001	(-1.31980660729289e-002dB,1.76862681345701e+002°)
7.94328234724279e+001	(-1.38109138818196e-002dB,1.76789754853330e+002°)
8.12830516164097e+001	(-1.44525516409233e-002dB,1.76715140459445e+002°)
8.31763771102669e+001	(-1.51243272675168e-002dB,1.76638799614957e+002°)
8.51138038202374e+001	(-1.58276513489352e-002dB,1.76560692927306e+002°)
8.70963589956078e+001	(-1.65640000142822e-002dB,1.76480780144659e+002°)
8.91250938133743e+001	(-1.73349179336378e-002dB,1.76399020140010e+002°)
9.12010839355907e+001	(-1.81420214500991e-002dB,1.76315370895193e+002°)
9.33254300796988e+001	(-1.89870018500518e-002dB,1.76229789484831e+002°)
9.54992586021433e+001	(-1.98716287773742e-002dB,1.76142232060244e+002°)
9.77237220955808e+001	(-2.07977537973081e-002dB,1.76052653833323e+002°)
9.99999999999997e+001	(-2.17673141160715e-002dB,1.75961009060412e+002°)
1.02329299228075e+002	(-2.27823364623329e-002dB,1.75867251026213e+002°)
1.04712854805090e+002	(-2.38449411369763e-002dB,1.75771332027736e+002°)
1.07151930523760e+002	(-2.49573462376456e-002dB,1.75673203358339e+002°)
1.09647819614318e+002	(-2.61218720648571e-002dB,1.75572815291882e+002°)
1.12201845430196e+002	(-2.73409457165674e-002dB,1.75470117067028e+002°)
1.14815362149688e+002	(-2.86171058782383e-002dB,1.75365056871737e+002°)
1.17489755493953e+002	(-2.99530078157621e-002dB,1.75257581827986e+002°)
1.20226443461741e+002	(-3.13514285785270e-002dB,1.75147637976770e+002°)
1.23026877081238e+002	(-3.28152724202957e-002dB,1.75035170263418e+002°)
1.25892541179416e+002	(-3.43475764455626e-002dB,1.74920122523299e+002°)
1.28824955169313e+002	(-3.59515164892192e-002dB,1.74802437467942e+002°)
1.31825673855640e+002	(-3.76304132375207e-002dB,1.74682056671666e+002°)
1.34896288259165e+002	(-3.93877385984042e-002dB,1.74558920558751e+002°)
1.38038426460288e+002	(-4.12271223292559e-002dB,1.74432968391250e+002°)
1.41253754462275e+002	(-4.31523589303862e-002dB,1.74304138257494e+002°)
1.44543977074592e+002	(-4.51674148124046e-002dB,1.74172367061378e+002°)
1.47910838816820e+002	(-4.72764357457290e-002dB,1.74037590512519e+002°)
1.51356124843620e+002	(-4.94837546004647e-002dB,1.73899743117367e+002°)
1.54881661891248e+002	(-5.17938993847543e-002dB,1.73758758171378e+002°)
1.58489319246111e+002	(-5.42116015896823e-002dB,1.73614567752338e+002°)
1.62181009735892e+002	(-5.67418048485762e-002dB,1.73467102714969e+002°)
1.65958690743755e+002	(-5.93896739184081e-002dB,1.73316292686915e+002°)
1.69824365246174e+002	(-6.21606039907523e-002dB,1.73162066066252e+002°)
1.73780082874937e+002	(-6.50602303393252e-002dB,1.73004350020639e+002°)
1.77827941003892e+002	(-6.80944383109121e-002dB,1.72843070488265e+002°)
1.81970085860998e+002	(-7.12693736658504e-002dB,1.72678152180743e+002°)
1.86208713666286e+002	(-7.45914532738365e-002dB,1.72509518588092e+002°)
1.90546071796324e+002	(-7.80673761700352e-002dB,1.72337091986006e+002°)
1.94984459975804e+002	(-8.17041349758835e-002dB,1.72160793445561e+002°)
1.99526231496887e+002	(-8.55090276879802e-002dB,1.71980542845566e+002°)
2.04173794466952e+002	(-8.94896698375963e-002dB,1.71796258887749e+002°)
2.08929613085403e+002	(-9.36540070221782e-002dB,1.71607859114992e+002°)
2.13796208950222e+002	(-9.80103278090188e-002dB,1.71415259932830e+002°)
2.18776162394954e+002	(-1.02567277009797e-001dB,1.71218376634452e+002°)
2.23872113856833e+002	(-1.07333869323282e-001dB,1.71017123429446e+002°)
2.29086765276776e+002	(-1.12319503341592e-001dB,1.70811413476529e+002°)
2.34422881531991e+002	(-1.17533975913647e-001dB,1.70601158920552e+002°)
2.39883291901948e+002	(-1.22987496857173e-001dB,1.70386270934035e+002°)
2.45470891568502e+002	(-1.28690704008478e-001dB,1.70166659763531e+002°)
2.51188643150957e+002	(-1.34654678596437e-001dB,1.69942234781121e+002°)
2.57039578276885e+002	(-1.40890960924543e-001dB,1.69712904541339e+002°)
2.63026799189537e+002	(-1.47411566341648e-001dB,1.69478576843862e+002°)
2.69153480392690e+002	(-1.54229001478789e-001dB,1.69239158802295e+002°)
2.75422870333816e+002	(-1.61356280725897e-001dB,1.68994556919380e+002°)
2.81838293126444e+002	(-1.68806942918188e-001dB,1.68744677168993e+002°)
2.88403150312659e+002	(-1.76595068197994e-001dB,1.68489425085284e+002°)
2.95120922666637e+002	(-1.84735295013058e-001dB,1.68228705859320e+002°)
3.01995172040200e+002	(-1.93242837207683e-001dB,1.67962424443602e+002°)
3.09029543251358e+002	(-2.02133501157820e-001dB,1.67690485664833e+002°)
3.16227766016837e+002	(-2.11423702895616e-001dB,1.67412794345315e+002°)
3.23593656929627e+002	(-2.21130485163321e-001dB,1.67129255433337e+002°)
3.31131121482590e+002	(-2.31271534329878e-001dB,1.66839774142941e+002°)
3.38844156139201e+002	(-2.41865197097385e-001dB,1.66544256103427e+002°)
3.46736850452530e+002	(-2.52930496917446e-001dB,1.66242607518948e+002°)
3.54813389233574e+002	(-2.64487150030437e-001dB,1.65934735338555e+002°)
3.63078054770100e+002	(-2.76555581033117e-001dB,1.65620547437012e+002°)
3.71535229097171e+002	(-2.89156937872411e-001dB,1.65299952806686e+002°)
3.80189396320559e+002	(-3.02313106155036e-001dB,1.64972861760813e+002°)
3.89045144994279e+002	(-3.16046722654636e-001dB,1.64639186148378e+002°)
3.98107170553495e+002	(-3.30381187889638e-001dB,1.64298839580835e+002°)
4.07380277804111e+002	(-3.45340677636679e-001dB,1.63951737670848e+002°)
4.16869383470333e+002	(-3.60950153236001e-001dB,1.63597798283172e+002°)
4.26579518801591e+002	(-3.77235370536806e-001dB,1.63236941797760e+002°)
4.36515832240164e+002	(-3.94222887322326e-001dB,1.62869091385101e+002°)
4.46683592150961e+002	(-4.11940069046356e-001dB,1.62494173293736e+002°)
4.57088189614873e+002	(-4.30415092705394e-001dB,1.62112117149815e+002°)
4.67735141287196e+002	(-4.49676948663282e-001dB,1.61722856268477e+002°)
4.78630092322636e+002	(-4.69755440238900e-001dB,1.61326327976742e+002°)
4.89778819368444e+002	(-4.90681180861493e-001dB,1.60922473947484e+002°)
5.01187233627270e+002	(-5.12485588593654e-001dB,1.60511240543980e+002°)
5.12861383991362e+002	(-5.35200877818176e-001dB,1.60092579174364e+002°)
5.24807460249770e+002	(-5.58860047882669e-001dB,1.59666446655224e+002°)
5.37031796370250e+002	(-5.83496868495110e-001dB,1.59232805583424e+002°)
5.49540873857622e+002	(-6.09145861664202e-001dB,1.58791624715091e+002°)
5.62341325190346e+002	(-6.35842279981465e-001dB,1.58342879350569e+002°)
5.75439937337154e+002	(-6.63622081046795e-001dB,1.57886551723966e+002°)
5.88843655355586e+002	(-6.92521897846616e-001dB,1.57422631395766e+002°)
6.02559586074355e+002	(-7.22579004903731e-001dB,1.56951115646832e+002°)
6.16595001861479e+002	(-7.53831280030500e-001dB,1.56472009871909e+002°)
6.30957344480190e+002	(-7.86317161532764e-001dB,1.55985327970638e+002°)
6.45654229034652e+002	(-8.20075600730562e-001dB,1.55491092733846e+002°)
6.60693448007592e+002	(-8.55146009683705e-001dB,1.54989336222793e+002°)
6.76082975391978e+002	(-8.91568204035619e-001dB,1.54480100138835e+002°)
6.91830970918933e+002	(-9.29382340917641e-001dB,1.53963436180860e+002°)
7.07945784384134e+002	(-9.68628851888090e-001dB,1.53439406387699e+002°)
7.24435960074986e+002	(-1.00934837091603e+000dB,1.52908083462596e+002°)
7.41310241300914e+002	(-1.05158165745853e+000dB,1.52369551076719e+002°)
7.58577575029180e+002	(-1.09536951472226e+000dB,1.51823904148634e+002°)
7.76247116628688e+002	(-1.14075270324495e+000dB,1.51271249096571e+002°)
7.94328234724277e+002	(-1.18777184998008e+000dB,1.50711704060321e+002°)
8.12830516164095e+002	(-1.23646735311740e+000dB,1.50145399089600e+002°)
8.31763771102666e+002	(-1.28687928292357e+000dB,1.49572476295729e+002°)
8.51138038202372e+002	(-1.33904727893955e+000dB,1.48993089963604e+002°)
8.70963589956076e+002	(-1.39301044392448e+000dB,1.48407406621005e+002°)
8.91250938133741e+002	(-1.44880723498865e+000dB,1.47815605062467e+002°)
9.12010839355905e+002	(-1.50647535241006e+000dB,1.47217876325145e+002°)
9.33254300796986e+002	(-1.56605162667925e+000dB,1.46614423614330e+002°)
9.54992586021431e+002	(-1.62757190436444e+000dB,1.46005462176585e+002°)
9.77237220955805e+002	(-1.69107093343320e+000dB,1.45391219118770e+002°)
9.99999999999994e+002	(-1.75658224870617e+000dB,1.44771933171626e+002°)
1.02329299228075e+003	(-1.82413805815240e+000dB,1.44147854396970e+002°)
1.04712854805089e+003	(-1.89376913076426e+000dB,1.43519243838021e+002°)
1.07151930523760e+003	(-1.96550468677008e+000dB,1.42886373112830e+002°)
1.09647819614318e+003	(-2.03937229095650e+000dB,1.42249523951289e+002°)
1.12201845430196e+003	(-2.11539774987656e+000dB,1.41608987676737e+002°)
1.14815362149688e+003	(-2.19360501371586e+000dB,1.40965064633663e+002°)
1.17489755493952e+003	(-2.27401608357509e+000dB,1.40318063563578e+002°)
1.20226443461741e+003	(-2.35665092490453e+000dB,1.39668300931652e+002°)
1.23026877081237e+003	(-2.44152738779306e+000dB,1.39016100207214e+002°)
1.25892541179416e+003	(-2.52866113477232e+000dB,1.38361791101723e+002°)
1.28824955169313e+003	(-2.61806557674509e+000dB,1.37705708768294e+002°)
1.31825673855640e+003	(-2.70975181758721e+000dB,1.37048192967278e+002°)
1.34896288259165e+003	(-2.80372860790425e+000dB,1.36389587202806e+002°)
1.38038426460288e+003	(-2.90000230834924e+000dB,1.35730237835523e+002°)
1.41253754462275e+003	(-2.99857686282649e+000dB,1.35070493177032e+002°)
