Freq.	V(vo)
Step Information: Run=1  (Run: 1/10)
9.77237220955802e+003	(-1.61618634672601e+001dB,9.88936595312070e+001°)
1.00000000000000e+004	(-1.63571306631807e+001dB,9.86918245113059e+001°)
Step Information: Run=6  (Run: 6/10)
1.00000000000000e+001	(-3.42640316826634e-004dB,1.79642791885805e+002°)
1.02329299228075e+001	(-3.50593123212667e-004dB,1.79634471663043e+002°)
1.04712854805090e+001	(-3.58920718206258e-004dB,1.79625957653350e+002°)
1.07151930523761e+001	(-3.67640763547871e-004dB,1.79617245343991e+002°)
1.09647819614319e+001	(-3.76771753199828e-004dB,1.79608330117194e+002°)
1.12201845430196e+001	(-3.86333052558770e-004dB,1.79599207247717e+002°)
1.14815362149688e+001	(-3.96344939512315e-004dB,1.79589871900343e+002°)
1.17489755493953e+001	(-4.06828647423918e-004dB,1.79580319127330e+002°)
1.20226443461741e+001	(-4.17806410143498e-004dB,1.79570543865796e+002°)
1.23026877081238e+001	(-4.29301509139423e-004dB,1.79560540935044e+002°)
1.25892541179417e+001	(-4.41338322849458e-004dB,1.79550305033828e+002°)
1.28824955169313e+001	(-4.53942378359791e-004dB,1.79539830737552e+002°)
1.31825673855641e+001	(-4.67140405497235e-004dB,1.79529112495404e+002°)
1.34896288259165e+001	(-4.80960393505501e-004dB,1.79518144627432e+002°)
1.38038426460288e+001	(-4.95431650342428e-004dB,1.79506921321544e+002°)
1.41253754462275e+001	(-5.10584864825063e-004dB,1.79495436630438e+002°)
1.44543977074593e+001	(-5.26452171633495e-004dB,1.79483684468473e+002°)
1.47910838816821e+001	(-5.43067219438945e-004dB,1.79471658608451e+002°)
1.51356124843621e+001	(-5.60465242196012e-004dB,1.79459352678341e+002°)
1.54881661891248e+001	(-5.78683133801972e-004dB,1.79446760157918e+002°)
1.58489319246111e+001	(-5.97759526278803e-004dB,1.79433874375328e+002°)
1.62181009735893e+001	(-6.17734871628848e-004dB,1.79420688503572e+002°)
1.65958690743756e+001	(-6.38651527526618e-004dB,1.79407195556915e+002°)
1.69824365246174e+001	(-6.60553847074896e-004dB,1.79393388387204e+002°)
1.73780082874937e+001	(-6.83488272755925e-004dB,1.79379259680110e+002°)
1.77827941003892e+001	(-7.07503434807855e-004dB,1.79364801951280e+002°)
1.81970085860998e+001	(-7.32650254250937e-004dB,1.79350007542399e+002°)
1.86208713666287e+001	(-7.58982050718529e-004dB,1.79334868617168e+002°)
1.90546071796325e+001	(-7.86554655408202e-004dB,1.79319377157185e+002°)
1.94984459975804e+001	(-8.15426529298536e-004dB,1.79303524957732e+002°)
1.99526231496888e+001	(-8.45658886965386e-004dB,1.79287303623473e+002°)
2.04173794466953e+001	(-8.77315826188739e-004dB,1.79270704564044e+002°)
2.08929613085404e+001	(-9.10464463668716e-004dB,1.79253718989551e+002°)
2.13796208950223e+001	(-9.45175077123078e-004dB,1.79236337905960e+002°)
2.18776162394955e+001	(-9.81521254054200e-004dB,1.79218552110388e+002°)
2.23872113856834e+001	(-1.01958004751022e-003dB,1.79200352186283e+002°)
2.29086765276777e+001	(-1.05943213917298e-003dB,1.79181728498496e+002°)
2.34422881531992e+001	(-1.10116201010461e-003dB,1.79162671188246e+002°)
2.39883291901949e+001	(-1.14485811950975e-003dB,1.79143170167961e+002°)
2.45470891568503e+001	(-1.19061309189787e-003dB,1.79123215116017e+002°)
2.51188643150958e+001	(-1.23852391304355e-003dB,1.79102795471347e+002°)
2.57039578276886e+001	(-1.28869213513830e-003dB,1.79081900427936e+002°)
2.63026799189538e+001	(-1.34122409156622e-003dB,1.79060518929189e+002°)
2.69153480392691e+001	(-1.39623112178529e-003dB,1.79038639662177e+002°)
2.75422870333816e+001	(-1.45382980674634e-003dB,1.79016251051746e+002°)
2.81838293126445e+001	(-1.51414221535047e-003dB,1.78993341254512e+002°)
2.88403150312660e+001	(-1.57729616248959e-003dB,1.78969898152701e+002°)
2.95120922666638e+001	(-1.64342547916221e-003dB,1.78945909347870e+002°)
3.01995172040201e+001	(-1.71267029529472e-003dB,1.78921362154483e+002°)
3.09029543251359e+001	(-1.78517733575566e-003dB,1.78896243593340e+002°)
3.16227766016838e+001	(-1.86110023033315e-003dB,1.78870540384873e+002°)
3.23593656929628e+001	(-1.94059983813921e-003dB,1.78844238942287e+002°)
3.31131121482591e+001	(-2.02384458729141e-003dB,1.78817325364551e+002°)
3.38844156139202e+001	(-2.11101083044711e-003dB,1.78789785429242e+002°)
3.46736850452531e+001	(-2.20228321700664e-003dB,1.78761604585227e+002°)
3.54813389233575e+001	(-2.29785508273302e-003dB,1.78732767945194e+002°)
3.63078054770101e+001	(-2.39792885758453e-003dB,1.78703260278016e+002°)
3.71535229097172e+001	(-2.50271649264081e-003dB,1.78673066000955e+002°)
3.80189396320561e+001	(-2.61243990697229e-003dB,1.78642169171693e+002°)
3.89045144994280e+001	(-2.72733145540176e-003dB,1.78610553480208e+002°)
3.98107170553497e+001	(-2.84763441811299e-003dB,1.78578202240458e+002°)
4.07380277804112e+001	(-2.97360351311491e-003dB,1.78545098381908e+002°)
4.16869383470335e+001	(-3.10550543263748e-003dB,1.78511224440868e+002°)
4.26579518801592e+001	(-3.24361940453015e-003dB,1.78476562551654e+002°)
4.36515832240165e+001	(-3.38823777986944e-003dB,1.78441094437568e+002°)
4.46683592150962e+001	(-3.53966664791743e-003dB,1.78404801401688e+002°)
4.57088189614874e+001	(-3.69822647974082e-003dB,1.78367664317475e+002°)
4.67735141287197e+001	(-3.86425280180562e-003dB,1.78329663619182e+002°)
4.78630092322638e+001	(-4.03809690088292e-003dB,1.78290779292073e+002°)
4.89778819368445e+001	(-4.22012656175414e-003dB,1.78250990862453e+002°)
5.01187233627271e+001	(-4.41072683920276e-003dB,1.78210277387484e+002°)
5.12861383991364e+001	(-4.61030086582317e-003dB,1.78168617444819e+002°)
5.24807460249772e+001	(-4.81927069734840e-003dB,1.78125989122017e+002°)
5.37031796370252e+001	(-5.03807819714936e-003dB,1.78082370005768e+002°)
5.49540873857624e+001	(-5.26718596175029e-003dB,1.78037737170900e+002°)
5.62341325190348e+001	(-5.50707828915129e-003dB,1.77992067169189e+002°)
5.75439937337156e+001	(-5.75826219198737e-003dB,1.77945336017948e+002°)
5.88843655355588e+001	(-6.02126845745796e-003dB,1.77897519188419e+002°)
6.02559586074357e+001	(-6.29665275626074e-003dB,1.77848591593941e+002°)
6.16595001861481e+001	(-6.58499680261254e-003dB,1.77798527577917e+002°)
6.30957344480192e+001	(-6.88690956777318e-003dB,1.77747300901557e+002°)
6.45654229034654e+001	(-7.20302854940626e-003dB,1.77694884731422e+002°)
6.60693448007595e+001	(-7.53402109930013e-003dB,1.77641251626742e+002°)
6.76082975391980e+001	(-7.88058581207077e-003dB,1.77586373526528e+002°)
6.91830970918935e+001	(-8.24345397754678e-003dB,1.77530221736477e+002°)
7.07945784384136e+001	(-8.62339109969845e-003dB,1.77472766915660e+002°)
7.24435960074988e+001	(-9.02119848503419e-003dB,1.77413979063004e+002°)
7.41310241300916e+001	(-9.43771490354868e-003dB,1.77353827503571e+002°)
7.58577575029182e+001	(-9.87381832543505e-003dB,1.77292280874633e+002°)
7.76247116628690e+001	(-1.03304277368506e-002dB,1.77229307111542e+002°)
7.94328234724279e+001	(-1.08085050382752e-002dB,1.77164873433419e+002°)
8.12830516164097e+001	(-1.13090570289497e-002dB,1.77098946328632e+002°)
8.31763771102669e+001	(-1.18331374812552e-002dB,1.77031491540111e+002°)
8.51138038202374e+001	(-1.23818493088528e-002dB,1.76962474050464e+002°)
8.70963589956078e+001	(-1.29563468326261e-002dB,1.76891858066938e+002°)
8.91250938133743e+001	(-1.35578381486655e-002dB,1.76819607006207e+002°)
9.12010839355907e+001	(-1.41875876025819e-002dB,1.76745683479012e+002°)
9.33254300796988e+001	(-1.48469183747472e-002dB,1.76670049274648e+002°)
9.54992586021433e+001	(-1.55372151810649e-002dB,1.76592665345333e+002°)
9.77237220955808e+001	(-1.62599270941661e-002dB,1.76513491790445e+002°)
9.99999999999997e+001	(-1.70165704900520e-002dB,1.76432487840658e+002°)
1.02329299228075e+002	(-1.78087321253575e-002dB,1.76349611841989e+002°)
1.04712854805090e+002	(-1.86380723506613e-002dB,1.76264821239774e+002°)
1.07151930523760e+002	(-1.95063284653409e-002dB,1.76178072562584e+002°)
1.09647819614318e+002	(-2.04153182197617e-002dB,1.76089321406114e+002°)
1.12201845430196e+002	(-2.13669434707087e-002dB,1.75998522417058e+002°)
1.14815362149688e+002	(-2.23631939961452e-002dB,1.75905629276995e+002°)
1.17489755493953e+002	(-2.34061514756608e-002dB,1.75810594686327e+002°)
1.20226443461741e+002	(-2.44979936429798e-002dB,1.75713370348270e+002°)
1.23026877081238e+002	(-2.56409986172953e-002dB,1.75613906952959e+002°)
1.25892541179416e+002	(-2.68375494202156e-002dB,1.75512154161685e+002°)
1.28824955169313e+002	(-2.80901386853092e-002dB,1.75408060591305e+002°)
1.31825673855640e+002	(-2.94013735675026e-002dB,1.75301573798864e+002°)
1.34896288259165e+002	(-3.07739808596304e-002dB,1.75192640266474e+002°)
1.38038426460288e+002	(-3.22108123236482e-002dB,1.75081205386496e+002°)
1.41253754462275e+002	(-3.37148502442026e-002dB,1.74967213447082e+002°)
1.44543977074592e+002	(-3.52892132122751e-002dB,1.74850607618115e+002°)
1.47910838816820e+002	(-3.69371621468940e-002dB,1.74731329937625e+002°)
1.51356124843620e+002	(-3.86621065628674e-002dB,1.74609321298731e+002°)
1.54881661891248e+002	(-4.04676110926969e-002dB,1.74484521437183e+002°)
1.58489319246111e+002	(-4.23574022708022e-002dB,1.74356868919573e+002°)
1.62181009735892e+002	(-4.43353755883073e-002dB,1.74226301132292e+002°)
1.65958690743755e+002	(-4.64056028266374e-002dB,1.74092754271324e+002°)
1.69824365246174e+002	(-4.85723396780933e-002dB,1.73956163332955e+002°)
1.73780082874937e+002	(-5.08400336616305e-002dB,1.73816462105500e+002°)
1.77827941003892e+002	(-5.32133323419203e-002dB,1.73673583162145e+002°)
1.81970085860998e+002	(-5.56970918596093e-002dB,1.73527457855015e+002°)
1.86208713666286e+002	(-5.82963857806115e-002dB,1.73378016310585e+002°)
1.90546071796324e+002	(-6.10165142718959e-002dB,1.73225187426548e+002°)
1.94984459975804e+002	(-6.38630136110857e-002dB,1.73068898870286e+002°)
1.99526231496887e+002	(-6.68416660367058e-002dB,1.72909077079061e+002°)
2.04173794466952e+002	(-6.99585099455418e-002dB,1.72745647262100e+002°)
2.08929613085403e+002	(-7.32198504430157e-002dB,1.72578533404704e+002°)
2.13796208950222e+002	(-7.66322702519734e-002dB,1.72407658274564e+002°)
2.18776162394954e+002	(-8.02026409844224e-002dB,1.72232943430451e+002°)
2.23872113856833e+002	(-8.39381347801053e-002dB,1.72054309233467e+002°)
2.29086765276776e+002	(-8.78462363147902e-002dB,1.71871674861048e+002°)
2.34422881531991e+002	(-9.19347551801458e-002dB,1.71684958323930e+002°)
2.39883291901948e+002	(-9.62118386358314e-002dB,1.71494076486295e+002°)
2.45470891568502e+002	(-1.00685984733212e-001dB,1.71298945089309e+002°)
2.51188643150957e+002	(-1.05366055808503e-001dB,1.71099478778313e+002°)
2.57039578276885e+002	(-1.10261292341587e-001dB,1.70895591133898e+002°)
2.63026799189537e+002	(-1.15381327174853e-001dB,1.70687194707135e+002°)
2.69153480392690e+002	(-1.20736200084373e-001dB,1.70474201059226e+002°)
2.75422870333816e+002	(-1.26336372693549e-001dB,1.70256520805869e+002°)
2.81838293126444e+002	(-1.32192743716817e-001dB,1.70034063666617e+002°)
2.88403150312659e+002	(-1.38316664518320e-001dB,1.69806738519560e+002°)
2.95120922666637e+002	(-1.44719954967600e-001dB,1.69574453461621e+002°)
3.01995172040200e+002	(-1.51414919570965e-001dB,1.69337115874815e+002°)
3.09029543251358e+002	(-1.58414363853876e-001dB,1.69094632498799e+002°)
3.16227766016837e+002	(-1.65731610965824e-001dB,1.68846909510062e+002°)
3.23593656929627e+002	(-1.73380518475100e-001dB,1.68593852608109e+002°)
3.31131121482590e+002	(-1.81375495316505e-001dB,1.68335367108995e+002°)
3.38844156139201e+002	(-1.89731518850260e-001dB,1.68071358046597e+002°)
3.46736850452530e+002	(-1.98464151985436e-001dB,1.67801730281969e+002°)
3.54813389233574e+002	(-2.07589560315752e-001dB,1.67526388621179e+002°)
3.63078054770100e+002	(-2.17124529209907e-001dB,1.67245237941985e+002°)
3.71535229097171e+002	(-2.27086480792547e-001dB,1.66958183329734e+002°)
3.80189396320559e+002	(-2.37493490745597e-001dB,1.66665130222857e+002°)
3.89045144994279e+002	(-2.48364304852878e-001dB,1.66365984568308e+002°)
3.98107170553495e+002	(-2.59718355203981e-001dB,1.66060652987308e+002°)
4.07380277804111e+002	(-2.71575775965942e-001dB,1.65749042951733e+002°)
4.16869383470333e+002	(-2.83957418623639e-001dB,1.65431062971453e+002°)
4.26579518801591e+002	(-2.96884866581978e-001dB,1.65106622792932e+002°)
4.36515832240164e+002	(-3.10380449014786e-001dB,1.64775633609345e+002°)
4.46683592150961e+002	(-3.24467253837102e-001dB,1.64438008282446e+002°)
4.57088189614873e+002	(-3.39169139669099e-001dB,1.64093661576394e+002°)
4.67735141287196e+002	(-3.54510746651517e-001dB,1.63742510403675e+002°)
4.78630092322636e+002	(-3.70517505963975e-001dB,1.63384474083217e+002°)
4.89778819368444e+002	(-3.87215647889281e-001dB,1.63019474610750e+002°)
5.01187233627270e+002	(-4.04632208258675e-001dB,1.62647436941368e+002°)
5.12861383991362e+002	(-4.22795033105221e-001dB,1.62268289284198e+002°)
5.24807460249770e+002	(-4.41732781345155e-001dB,1.61881963409000e+002°)
5.37031796370250e+002	(-4.61474925300159e-001dB,1.61488394964402e+002°)
5.49540873857622e+002	(-4.82051748867550e-001dB,1.61087523807423e+002°)
5.62341325190346e+002	(-5.03494343140100e-001dB,1.60679294343775e+002°)
5.75439937337154e+002	(-5.25834599273106e-001dB,1.60263655878370e+002°)
5.88843655355586e+002	(-5.49105198393380e-001dB,1.59840562975289e+002°)
6.02559586074355e+002	(-5.73339598343431e-001dB,1.59409975826374e+002°)
6.16595001861479e+002	(-5.98572017054214e-001dB,1.58971860627424e+002°)
6.30957344480190e+002	(-6.24837412341861e-001dB,1.58526189960880e+002°)
6.45654229034652e+002	(-6.52171457927902e-001dB,1.58072943183662e+002°)
6.60693448007592e+002	(-6.80610515488794e-001dB,1.57612106818737e+002°)
6.76082975391978e+002	(-7.10191602549499e-001dB,1.57143674948757e+002°)
6.91830970918933e+002	(-7.40952356047244e-001dB,1.56667649610005e+002°)
7.07945784384134e+002	(-7.72930991406114e-001dB,1.56184041184670e+002°)
7.24435960074986e+002	(-8.06166256980546e-001dB,1.55692868789338e+002°)
7.41310241300914e+002	(-8.40697383746409e-001dB,1.55194160657401e+002°)
7.58577575029180e+002	(-8.76564030142366e-001dB,1.54687954512929e+002°)
7.76247116628688e+002	(-9.13806221991541e-001dB,1.54174297933420e+002°)
7.94328234724277e+002	(-9.52464287464318e-001dB,1.53653248698668e+002°)
8.12830516164095e+002	(-9.92578787077276e-001dB,1.53124875122905e+002°)
8.31763771102666e+002	(-1.03419043876089e+000dB,1.52589256367210e+002°)
8.51138038202372e+002	(-1.07734003806919e+000dB,1.52046482729153e+002°)
8.70963589956076e+002	(-1.12206837364863e+000dB,1.51496655906525e+002°)
8.91250938133741e+002	(-1.16841613812945e+000dB,1.50939889231986e+002°)
9.12010839355905e+002	(-1.21642383465212e+000dB,1.50376307875467e+002°)
9.33254300796986e+002	(-1.26613167929169e+000dB,1.49806049011166e+002°)
9.54992586021431e+002	(-1.31757949969545e+000dB,1.49229261946056e+002°)
9.77237220955805e+002	(-1.37080663030183e+000dB,1.48646108206910e+002°)
9.99999999999994e+002	(-1.42585180456172e+000dB,1.48056761583005e+002°)
1.02329299228075e+003	(-1.48275304463586e+000dB,1.47461408121839e+002°)
1.04712854805089e+003	(-1.54154754909256e+000dB,1.46860246075419e+002°)
1.07151930523760e+003	(-1.60227157917905e+000dB,1.46253485794953e+002°)
1.09647819614318e+003	(-1.66496034428522e+000dB,1.45641349572109e+002°)
1.12201845430196e+003	(-1.72964788725959e+000dB,1.45024071425308e+002°)
1.14815362149688e+003	(-1.79636697027418e+000dB,1.44401896829981e+002°)
1.17489755493952e+003	(-1.86514896196540e+000dB,1.43775082392083e+002°)
1.20226443461741e+003	(-1.93602372660167e+000dB,1.43143895464670e+002°)
1.23026877081237e+003	(-2.00901951604526e+000dB,1.42508613707800e+002°)
1.25892541179416e+003	(-2.08416286528364e+000dB,1.41869524592547e+002°)
1.28824955169313e+003	(-2.16147849230545e+000dB,1.41226924850444e+002°)
1.31825673855640e+003	(-2.24098920308605e+000dB,1.40581119870182e+002°)
1.34896288259165e+003	(-2.32271580242884e+000dB,1.39932423043953e+002°)
1.38038426460288e+003	(-2.40667701137942e+000dB,1.39281155066333e+002°)
1.41253754462275e+003	(-2.49288939189140e+000dB,1.38627643189108e+002°)
1.44543977074592e+003	(-2.58136727937509e+000dB,1.37972220435934e+002°)
1.47910838816820e+003	(-2.67212272370373e+000dB,1.37315224781172e+002°)
1.51356124843620e+003	(-2.76516543918706e+000dB,1.36656998297641e+002°)
1.54881661891247e+003	(-2.86050276394989e+000dB,1.35997886278394e+002°)
1.58489319246110e+003	(-2.95813962907449e+000dB,1.35338236337927e+002°)
1.62181009735892e+003	(-3.05807853778153e+000dB,1.34678397498468e+002°)
1.65958690743755e+003	(-3.16031955483581e+000dB,1.34018719267192e+002°)
1.69824365246173e+003	(-3.26486030627207e+000dB,1.33359550710275e+002°)
1.73780082874936e+003	(-3.37169598944306e+000dB,1.32701239529783e+002°)
1.77827941003891e+003	(-3.48081939330003e+000dB,1.32044131149331e+002°)
1.81970085860997e+003	(-3.59222092872369e+000dB,1.31388567814347e+002°)
1.86208713666286e+003	(-3.70588866863586e+000dB,1.30734887712609e+002°)
1.90546071796323e+003	(-3.82180839753712e+000dB,1.30083424120470e+002°)
1.94984459975803e+003	(-3.93996367003695e+000dB,1.29434504579911e+002°)
1.99526231496887e+003	(-4.06033587787020e+000dB,1.28788450111161e+002°)
2.04173794466952e+003	(-4.18290432482827e+000dB,1.28145574465271e+002°)
2.08929613085403e+003	(-4.30764630897694e+000dB,1.27506183420545e+002°)
2.13796208950222e+003	(-4.43453721148394e+000dB,1.26870574126257e+002°)
2.18776162394954e+003	(-4.56355059134124e+000dB,1.26239034496585e+002°)
2.23872113856832e+003	(-4.69465828523707e+000dB,1.25611842657171e+002°)
2.29086765276776e+003	(-4.82783051181347e+000dB,1.24989266446161e+002°)
2.34422881531991e+003	(-4.96303597953458e+000dB,1.24371562971080e+002°)
2.39883291901947e+003	(-5.10024199739021e+000dB,1.23758978222351e+002°)
2.45470891568501e+003	(-5.23941458766646e+000dB,1.23151746743737e+002°)
2.51188643150956e+003	(-5.38051860003175e+000dB,1.22550091359558e+002°)
2.57039578276885e+003	(-5.52351782620950e+000dB,1.21954222957980e+002°)
2.63026799189536e+003	(-5.66837511453932e+000dB,1.21364340329341e+002°)
2.69153480392690e+003	(-5.81505248376448e+000dB,1.20780630057988e+002°)
2.75422870333815e+003	(-5.96351123542471e+000dB,1.20203266465828e+002°)
2.81838293126443e+003	(-6.11371206427874e+000dB,1.19632411605412e+002°)
2.88403150312659e+003	(-6.26561516622930e+000dB,1.19068215300143e+002°)
2.95120922666636e+003	(-6.41918034327437e+000dB,1.18510815228956e+002°)
3.01995172040199e+003	(-6.57436710506087e+000dB,1.17960337052622e+002°)
3.09029543251357e+003	(-6.73113476666962e+000dB,1.17416894578703e+002°)
3.16227766016836e+003	(-6.88944254231387e+000dB,1.16880589962078e+002°)
3.23593656929626e+003	(-7.04924963468530e+000dB,1.16351513937872e+002°)
3.31131121482589e+003	(-7.21051531973284e+000dB,1.15829746083645e+002°)
3.38844156139200e+003	(-7.37319902670796e+000dB,1.15315355107640e+002°)
3.46736850452529e+003	(-7.53726041335715e+000dB,1.14808399159981e+002°)
3.54813389233573e+003	(-7.70265943618591e+000dB,1.14308926163740e+002°)
3.63078054770099e+003	(-7.86935641575974e+000dB,1.13816974162894e+002°)
3.71535229097170e+003	(-8.03731209704502e+000dB,1.13332571684305e+002°)
3.80189396320558e+003	(-8.20648770482736e+000dB,1.12855738110959e+002°)
3.89045144994278e+003	(-8.37684499427581e+000dB,1.12386484063883e+002°)
3.98107170553494e+003	(-8.54834629674886e+000dB,1.11924811790249e+002°)
4.07380277804110e+003	(-8.72095456096235e+000dB,1.11470715555390e+002°)
4.16869383470332e+003	(-8.89463338966026e+000dB,1.11024182036582e+002°)
4.26579518801589e+003	(-9.06934707194672e+000dB,1.10585190716628e+002°)
4.36515832240162e+003	(-9.24506061145276e+000dB,1.10153714275439e+002°)
4.46683592150960e+003	(-9.42173975052207e+000dB,1.09729718977980e+002°)
4.57088189614871e+003	(-9.59935099060990e+000dB,1.09313165057118e+002°)
4.67735141287194e+003	(-9.77786160909514e+000dB,1.08904007090059e+002°)
4.78630092322634e+003	(-9.95723967271009e+000dB,1.08502194367215e+002°)
4.89778819368442e+003	(-1.01374540477944e+001dB,1.08107671252508e+002°)
5.01187233627268e+003	(-1.03184744075800e+001dB,1.07720377534240e+002°)
5.12861383991361e+003	(-1.05002712367125e+001dB,1.07340248765797e+002°)
5.24807460249768e+003	(-1.06828158332116e+001dB,1.06967216595585e+002°)
5.37031796370248e+003	(-1.08660803080688e+001dB,1.06601209085715e+002°)
5.49540873857620e+003	(-1.10500375826761e+001dB,1.06242151019047e+002°)
5.62341325190344e+003	(-1.12346613842735e+001dB,1.05889964194319e+002°)
5.75439937337152e+003	(-1.14199262395938e+001dB,1.05544567709177e+002°)
5.88843655355584e+003	(-1.16058074668810e+001dB,1.05205878230987e+002°)
6.02559586074353e+003	(-1.17922811664452e+001dB,1.04873810255410e+002°)
6.16595001861477e+003	(-1.19793242099122e+001dB,1.04548276352772e+002°)
6.30957344480188e+003	(-1.21669142283178e+001dB,1.04229187402313e+002°)
6.45654229034650e+003	(-1.23550295991856e+001dB,1.03916452814488e+002°)
6.60693448007590e+003	(-1.25436494327221e+001dB,1.03609980741480e+002°)
6.76082975391976e+003	(-1.27327535572513e+001dB,1.03309678276178e+002°)
6.91830970918931e+003	(-1.29223225040066e+001dB,1.03015451639889e+002°)
7.07945784384132e+003	(-1.31123374913846e+001dB,1.02727206359058e+002°)
7.24435960074984e+003	(-1.33027804087624e+001dB,1.02444847431332e+002°)
7.41310241300911e+003	(-1.34936337999694e+001dB,1.02168279481292e+002°)
7.58577575029177e+003	(-1.36848808464978e+001dB,1.01897406906213e+002°)
7.76247116628685e+003	(-1.38765053505303e+001dB,1.01632134012203e+002°)
7.94328234724275e+003	(-1.40684917178539e+001dB,1.01372365141097e+002°)
8.12830516164092e+003	(-1.42608249407259e+001dB,1.01118004788479e+002°)
8.31763771102664e+003	(-1.44534905807488e+001dB,1.00868957713201e+002°)
8.51138038202369e+003	(-1.46464747518073e+001dB,1.00625129038784e+002°)
8.70963589956073e+003	(-1.48397641031146e+001dB,1.00386424347066e+002°)
8.91250938133738e+003	(-1.50333458024088e+001dB,1.00152749764463e+002°)
9.12010839355902e+003	(-1.52272075193376e+001dB,9.99240120412118e+001°)
9.33254300796983e+003	(-1.54213374090646e+001dB,9.97001186239513e+001°)
9.54992586021428e+003	(-1.56157240961244e+001dB,9.94809777219779e+001°)
9.77237220955802e+003	(-1.58103566585522e+001dB,9.92664983675245e+001°)
1.00000000000000e+004	(-1.60052246123104e+001dB,9.90565904703859e+001°)
Step Information: Run=7  (Run: 7/10)
1.00000000000000e+001	(-3.25468505759406e-004dB,1.79661450760728e+002°)
1.02329299228075e+001	(-3.32612060876694e-004dB,1.79653565125826e+002°)
1.04712854805090e+001	(-3.40092268774571e-004dB,1.79645495824473e+002°)
1.07151930523761e+001	(-3.47924994204834e-004dB,1.79637238579499e+002°)
1.09647819614319e+001	(-3.56126849471066e-004dB,1.79628789014177e+002°)
1.12201845430196e+001	(-3.64715229664383e-004dB,1.79620142649904e+002°)
1.14815362149688e+001	(-3.73708349543493e-004dB,1.79611294903839e+002°)
1.17489755493953e+001	(-3.83125282142104e-004dB,1.79602241086479e+002°)
1.20226443461741e+001	(-3.92985999220483e-004dB,1.79592976399178e+002°)
1.23026877081238e+001	(-4.03311413579610e-004dB,1.79583495931614e+002°)
1.25892541179417e+001	(-4.14123423413566e-004dB,1.79573794659194e+002°)
1.28824955169313e+001	(-4.25444958724430e-004dB,1.79563867440401e+002°)
1.31825673855641e+001	(-4.37300029924229e-004dB,1.79553709014077e+002°)
1.34896288259165e+001	(-4.49713778727321e-004dB,1.79543313996643e+002°)
1.38038426460288e+001	(-4.62712531458758e-004dB,1.79532676879261e+002°)
1.41253754462275e+001	(-4.76323854833823e-004dB,1.79521792024925e+002°)
1.44543977074593e+001	(-4.90576614393162e-004dB,1.79510653665483e+002°)
1.47910838816821e+001	(-5.05501035683453e-004dB,1.79499255898598e+002°)
1.51356124843621e+001	(-5.21128768308289e-004dB,1.79487592684631e+002°)
1.54881661891248e+001	(-5.37492953011620e-004dB,1.79475657843458e+002°)
1.58489319246111e+001	(-5.54628291891455e-004dB,1.79463445051212e+002°)
1.62181009735893e+001	(-5.72571121951568e-004dB,1.79450947836947e+002°)
1.65958690743756e+001	(-5.91359492085138e-004dB,1.79438159579233e+002°)
1.69824365246174e+001	(-6.11033243706789e-004dB,1.79425073502663e+002°)
1.73780082874937e+001	(-6.31634095153107e-004dB,1.79411682674286e+002°)
1.77827941003892e+001	(-6.53205730081677e-004dB,1.79397979999961e+002°)
1.81970085860998e+001	(-6.75793890000390e-004dB,1.79383958220619e+002°)
1.86208713666287e+001	(-6.99446471184185e-004dB,1.79369609908444e+002°)
1.90546071796325e+001	(-7.24213626111080e-004dB,1.79354927462972e+002°)
1.94984459975804e+001	(-7.50147869701798e-004dB,1.79339903107088e+002°)
1.99526231496888e+001	(-7.77304190551881e-004dB,1.79324528882947e+002°)
2.04173794466953e+001	(-8.05740167376142e-004dB,1.79308796647787e+002°)
2.08929613085404e+001	(-8.35516090943243e-004dB,1.79292698069658e+002°)
2.13796208950223e+001	(-8.66695091749370e-004dB,1.79276224623049e+002°)
2.18776162394955e+001	(-8.99343273683919e-004dB,1.79259367584416e+002°)
2.23872113856834e+001	(-9.33529853971116e-004dB,1.79242118027608e+002°)
2.29086765276777e+001	(-9.69327309722707e-004dB,1.79224466819190e+002°)
2.34422881531992e+001	(-1.00681153133864e-003dB,1.79206404613659e+002°)
2.39883291901949e+001	(-1.04606198313750e-003dB,1.79187921848558e+002°)
2.45470891568503e+001	(-1.08716187153490e-003dB,1.79169008739467e+002°)
2.51188643150958e+001	(-1.13019832112308e-003dB,1.79149655274893e+002°)
2.57039578276886e+001	(-1.17526255900500e-003dB,1.79129851211039e+002°)
2.63026799189538e+001	(-1.22245010781275e-003dB,1.79109586066457e+002°)
2.69153480392691e+001	(-1.27186098776215e-003dB,1.79088849116584e+002°)
2.75422870333816e+001	(-1.32359992822412e-003dB,1.79067629388145e+002°)
2.81838293126445e+001	(-1.37777658919400e-003dB,1.79045915653446e+002°)
2.88403150312660e+001	(-1.43450579318353e-003dB,1.79023696424527e+002°)
2.95120922666638e+001	(-1.49390776797045e-003dB,1.79000959947193e+002°)
3.01995172040201e+001	(-1.55610840076674e-003dB,1.78977694194907e+002°)
3.09029543251359e+001	(-1.62123950427218e-003dB,1.78953886862552e+002°)
3.16227766016838e+001	(-1.68943909522923e-003dB,1.78929525360050e+002°)
3.23593656929628e+001	(-1.76085168602687e-003dB,1.78904596805846e+002°)
3.31131121482591e+001	(-1.83562858998488e-003dB,1.78879088020245e+002°)
3.38844156139202e+001	(-1.91392824092249e-003dB,1.78852985518603e+002°)
