time	V(n002)
Step Information: Run=2  (Run: 1/99)
1.943731071999782e-003	2.552633e-005
2.046131071999639e-003	2.494268e-005
2.148531071999475e-003	2.433322e-005
2.250931071999310e-003	2.369858e-005
2.353331071999146e-003	2.303942e-005
2.455731071998982e-003	2.235641e-005
2.558131071998818e-003	2.165027e-005
2.660531071998654e-003	2.092173e-005
2.762931071998490e-003	2.017153e-005
2.865331071998326e-003	1.940046e-005
2.967731071998162e-003	1.860932e-005
3.070131071997998e-003	1.779892e-005
3.172531071997834e-003	1.697010e-005
3.274931071997670e-003	1.612372e-005
3.377331071997506e-003	1.526065e-005
3.479731071997342e-003	1.438180e-005
3.582131071997178e-003	1.348805e-005
3.684531071997014e-003	1.258036e-005
3.786931071996850e-003	1.165964e-005
3.889331071996686e-003	1.072686e-005
3.991731071996892e-003	9.782978e-006
4.094131071997172e-003	8.828973e-006
4.196531071997452e-003	7.865831e-006
4.298931071997732e-003	6.894550e-006
4.401331071998012e-003	5.916133e-006
4.503731071998292e-003	4.931595e-006
4.606131071998572e-003	3.941954e-006
4.708531071998852e-003	2.948234e-006
4.810931071999132e-003	1.951462e-006
4.913331071999413e-003	9.526715e-007
5.015731071999693e-003	-4.710519e-008
5.118131071999973e-003	-1.046833e-006
5.220531072000253e-003	-2.045478e-006
5.322931072000533e-003	-3.042006e-006
5.425331072000813e-003	-4.035386e-006
5.527731072001093e-003	-5.024590e-006
5.630131072001373e-003	-6.008594e-006
5.732531072001653e-003	-6.986381e-006
5.834931072001933e-003	-7.956938e-006
5.937331072002213e-003	-8.919262e-006
6.039731072002493e-003	-9.872356e-006
6.142131072002773e-003	-1.081523e-005
6.244531072003053e-003	-1.174692e-005
6.346931072003333e-003	-1.266645e-005
6.449331072003613e-003	-1.357287e-005
6.551731072003893e-003	-1.446525e-005
6.654131072004173e-003	-1.534266e-005
6.756531072004453e-003	-1.620419e-005
6.858931072004733e-003	-1.704895e-005
6.961331072005013e-003	-1.787607e-005
7.063731072005293e-003	-1.868469e-005
7.166131072005573e-003	-1.947398e-005
7.268531072005854e-003	-2.024311e-005
7.370931072006134e-003	-2.099130e-005
7.473331072006414e-003	-2.171777e-005
7.575731072006694e-003	-2.242176e-005
7.678131072006974e-003	-2.310255e-005
7.780531072007254e-003	-2.375943e-005
7.882931072006922e-003	-2.439173e-005
7.985331072006314e-003	-2.499878e-005
8.087731072005706e-003	-2.557997e-005
8.190131072005098e-003	-2.613468e-005
8.292531072004490e-003	-2.666235e-005
8.394931072003882e-003	-2.716243e-005
8.497331072003274e-003	-2.763440e-005
8.599731072002665e-003	-2.807778e-005
8.702131072002057e-003	-2.849210e-005
8.804531072001449e-003	-2.887694e-005
8.906931072000841e-003	-2.923189e-005
9.009331072000233e-003	-2.955659e-005
9.111731071999625e-003	-2.985071e-005
9.214131071999017e-003	-3.011394e-005
9.316531071998408e-003	-3.034601e-005
9.418931071997800e-003	-3.054667e-005
9.521331071997192e-003	-3.071572e-005
9.623731071996584e-003	-3.085300e-005
9.726131071995976e-003	-3.095834e-005
9.828531071995368e-003	-3.103164e-005
9.930931071994760e-003	-3.107284e-005
9.999931071994350e-003	-3.108246e-005
1.000000000000000e-002	-3.108246e-005
Step Information: Run=32  (Run: 31/99)
0.000000000000000e+000	0.000000e+000
5.731071999476257e-006	1.382352e-005
1.383107199947630e-005	2.396427e-005
2.783107199947619e-005	3.029438e-005
9.783107199947780e-005	3.248595e-005
1.005310719994779e-004	3.248578e-005
2.029310719994804e-004	3.244164e-005
3.053310719994828e-004	3.236198e-005
4.077310719994853e-004	3.224883e-005
5.101310719994760e-004	3.210231e-005
6.125310719994230e-004	3.192257e-005
7.149310719993699e-004	3.170979e-005
8.173310719993169e-004	3.146420e-005
9.197310719992639e-004	3.118605e-005
1.022131071999260e-003	3.087563e-005
1.124531071999318e-003	3.053326e-005
1.226931071999376e-003	3.015929e-005
1.329331071999434e-003	2.975412e-005
1.431731071999492e-003	2.931815e-005
1.534131071999550e-003	2.885184e-005
1.636531071999608e-003	2.835568e-005
1.738931071999666e-003	2.783018e-005
1.841331071999724e-003	2.727587e-005
1.943731071999782e-003	2.669334e-005
2.046131071999639e-003	2.608319e-005
2.148531071999475e-003	2.544605e-005
2.250931071999310e-003	2.478257e-005
2.353331071999146e-003	2.409345e-005
2.455731071998982e-003	2.337940e-005
2.558131071998818e-003	2.264116e-005
2.660531071998654e-003	2.187948e-005
2.762931071998490e-003	2.109516e-005
2.865331071998326e-003	2.028902e-005
2.967731071998162e-003	1.946188e-005
3.070131071997998e-003	1.861460e-005
3.172531071997834e-003	1.774805e-005
3.274931071997670e-003	1.686314e-005
3.377331071997506e-003	1.596078e-005
3.479731071997342e-003	1.504191e-005
3.582131071997178e-003	1.410747e-005
3.684531071997014e-003	1.315843e-005
3.786931071996850e-003	1.219577e-005
3.889331071996686e-003	1.122049e-005
3.991731071996892e-003	1.023360e-005
4.094131071997172e-003	9.236125e-006
4.196531071997452e-003	8.229090e-006
4.298931071997732e-003	7.213539e-006
4.401331071998012e-003	6.190523e-006
4.503731071998292e-003	5.161100e-006
4.606131071998572e-003	4.126338e-006
4.708531071998852e-003	3.087305e-006
4.810931071999132e-003	2.045078e-006
4.913331071999413e-003	1.000734e-006
5.015731071999693e-003	-4.464583e-008
5.118131071999973e-003	-1.089979e-006
5.220531072000253e-003	-2.134184e-006
5.322931072000533e-003	-3.176181e-006
5.425331072000813e-003	-4.214891e-006
5.527731072001093e-003	-5.249240e-006
5.630131072001373e-003	-6.278156e-006
5.732531072001653e-003	-7.300576e-006
5.834931072001933e-003	-8.315441e-006
5.937331072002213e-003	-9.321700e-006
6.039731072002493e-003	-1.031831e-005
6.142131072002773e-003	-1.130425e-005
6.244531072003053e-003	-1.227849e-005
6.346931072003333e-003	-1.324002e-005
6.449331072003613e-003	-1.418785e-005
6.551731072003893e-003	-1.512100e-005
6.654131072004173e-003	-1.603851e-005
6.756531072004453e-003	-1.693941e-005
6.858931072004733e-003	-1.782279e-005
6.961331072005013e-003	-1.868772e-005
7.063731072005293e-003	-1.953332e-005
7.166131072005573e-003	-2.035870e-005
7.268531072005854e-003	-2.116301e-005
7.370931072006134e-003	-2.194543e-005
7.473331072006414e-003	-2.270513e-005
7.575731072006694e-003	-2.344134e-005
7.678131072006974e-003	-2.415329e-005
7.780531072007254e-003	-2.484025e-005
7.882931072006922e-003	-2.550150e-005
7.985331072006314e-003	-2.613636e-005
8.087731072005706e-003	-2.674418e-005
8.190131072005098e-003	-2.732432e-005
8.292531072004490e-003	-2.787619e-005
8.394931072003882e-003	-2.839921e-005
8.497331072003274e-003	-2.889284e-005
8.599731072002665e-003	-2.935657e-005
8.702131072002057e-003	-2.978993e-005
8.804531072001449e-003	-3.019246e-005
8.906931072000841e-003	-3.056374e-005
9.009331072000233e-003	-3.090339e-005
9.111731071999625e-003	-3.121107e-005
9.214131071999017e-003	-3.148645e-005
9.316531071998408e-003	-3.172925e-005
9.418931071997800e-003	-3.193921e-005
9.521331071997192e-003	-3.211612e-005
9.623731071996584e-003	-3.225980e-005
9.726131071995976e-003	-3.237009e-005
9.828531071995368e-003	-3.244689e-005
9.930931071994760e-003	-3.249011e-005
9.999931071994350e-003	-3.250028e-005
1.000000000000000e-002	-3.250028e-005
Step Information: Run=33  (Run: 32/99)
0.000000000000000e+000	0.000000e+000
5.831071999476257e-006	1.382098e-005
1.423107199947630e-005	2.363390e-005
2.983107199947617e-005	2.942029e-005
1.005310719994779e-004	3.089835e-005
2.029310719994804e-004	3.085548e-005
3.053310719994828e-004	3.077956e-005
4.077310719994853e-004	3.067178e-005
5.101310719994760e-004	3.053227e-005
6.125310719994230e-004	3.036116e-005
7.149310719993699e-004	3.015863e-005
8.173310719993169e-004	2.992489e-005
9.197310719992639e-004	2.966018e-005
1.022131071999260e-003	2.936479e-005
1.124531071999318e-003	2.903900e-005
1.226931071999376e-003	2.868317e-005
1.329331071999434e-003	2.829765e-005
1.431731071999492e-003	2.788285e-005
1.534131071999550e-003	2.743920e-005
1.636531071999608e-003	2.696716e-005
1.738931071999666e-003	2.646720e-005
1.841331071999724e-003	2.593986e-005
1.943731071999782e-003	2.538568e-005
2.046131071999639e-003	2.480522e-005
2.148531071999475e-003	2.419910e-005
2.250931071999310e-003	2.356794e-005
2.353331071999146e-003	2.291239e-005
2.455731071998982e-003	2.223312e-005
2.558131071998818e-003	2.153085e-005
2.660531071998654e-003	2.080630e-005
2.762931071998490e-003	2.006022e-005
2.865331071998326e-003	1.929338e-005
2.967731071998162e-003	1.850658e-005
3.070131071997998e-003	1.770062e-005
3.172531071997834e-003	1.687635e-005
3.274931071997670e-003	1.603462e-005
3.377331071997506e-003	1.517629e-005
3.479731071997342e-003	1.430225e-005
3.582131071997178e-003	1.341342e-005
3.684531071997014e-003	1.251070e-005
3.786931071996850e-003	1.159504e-005
3.889331071996686e-003	1.066739e-005
3.991731071996892e-003	9.728687e-006
4.094131071997172e-003	8.779923e-006
4.196531071997452e-003	7.822072e-006
4.298931071997732e-003	6.856127e-006
4.401331071998012e-003	5.883086e-006
4.503731071998292e-003	4.903959e-006
4.606131071998572e-003	3.919756e-006
4.708531071998852e-003	2.931498e-006
4.810931071999132e-003	1.940205e-006
4.913331071999413e-003	9.469054e-007
5.015731071999693e-003	-4.737447e-008
5.118131071999973e-003	-1.041605e-006
5.220531072000253e-003	-2.034758e-006
5.322931072000533e-003	-3.025806e-006
5.425331072000813e-003	-4.013722e-006
5.527731072001093e-003	-4.997485e-006
5.630131072001373e-003	-5.976076e-006
5.732531072001653e-003	-6.948483e-006
5.834931072001933e-003	-7.913700e-006
5.937331072002213e-003	-8.870727e-006
6.039731072002493e-003	-9.818576e-006
6.142131072002773e-003	-1.075626e-005
6.244531072003053e-003	-1.168282e-005
6.346931072003333e-003	-1.259729e-005
6.449331072003613e-003	-1.349872e-005
6.551731072003893e-003	-1.438618e-005
6.654131072004173e-003	-1.525876e-005
6.756531072004453e-003	-1.611554e-005
6.858931072004733e-003	-1.695565e-005
6.961331072005013e-003	-1.777822e-005
7.063731072005293e-003	-1.858238e-005
7.166131072005573e-003	-1.936732e-005
7.268531072005854e-003	-2.013221e-005
7.370931072006134e-003	-2.087628e-005
7.473331072006414e-003	-2.159874e-005
7.575731072006694e-003	-2.229885e-005
7.678131072006974e-003	-2.297588e-005
7.780531072007254e-003	-2.362914e-005
7.882931072006922e-003	-2.425794e-005
7.985331072006314e-003	-2.486165e-005
8.087731072005706e-003	-2.543962e-005
8.190131072005098e-003	-2.599127e-005
8.292531072004490e-003	-2.651603e-005
8.394931072003882e-003	-2.701334e-005
8.497331072003274e-003	-2.748271e-005
8.599731072002665e-003	-2.792363e-005
8.702131072002057e-003	-2.833565e-005
8.804531072001449e-003	-2.871836e-005
8.906931072000841e-003	-2.907135e-005
9.009331072000233e-003	-2.939425e-005
9.111731071999625e-003	-2.968673e-005
9.214131071999017e-003	-2.994850e-005
9.316531071998408e-003	-3.017927e-005
9.418931071997800e-003	-3.037882e-005
9.521331071997192e-003	-3.054693e-005
9.623731071996584e-003	-3.068342e-005
9.726131071995976e-003	-3.078817e-005
9.828531071995368e-003	-3.086105e-005
9.930931071994760e-003	-3.090200e-005
9.999931071994350e-003	-3.091156e-005
1.000000000000000e-002	-3.091157e-005
Step Information: Run=34  (Run: 33/99)
0.000000000000000e+000	0.000000e+000
5.731071999476257e-006	1.372168e-005
1.393107199947630e-005	2.367793e-005
2.863107199947618e-005	2.974263e-005
1.005310719994779e-004	3.155721e-005
2.029310719994804e-004	3.151377e-005
3.053310719994828e-004	3.143629e-005
4.077310719994853e-004	3.132628e-005
5.101310719994760e-004	3.118386e-005
6.125310719994230e-004	3.100916e-005
7.149310719993699e-004	3.080238e-005
8.173310719993169e-004	3.056372e-005
9.197310719992639e-004	3.029343e-005
1.022131071999260e-003	2.999180e-005
1.124531071999318e-003	2.965913e-005
1.226931071999376e-003	2.929577e-005
1.329331071999434e-003	2.890209e-005
1.431731071999492e-003	2.847851e-005
1.534131071999550e-003	2.802545e-005
1.636531071999608e-003	2.754339e-005
1.738931071999666e-003	2.703283e-005
1.841331071999724e-003	2.649430e-005
1.943731071999782e-003	2.592835e-005
2.046131071999639e-003	2.533557e-005
2.148531071999475e-003	2.471657e-005
2.250931071999310e-003	2.407200e-005
2.353331071999146e-003	2.340251e-005
2.455731071998982e-003	2.270881e-005
2.558131071998818e-003	2.199161e-005
2.660531071998654e-003	2.125165e-005
2.762931071998490e-003	2.048970e-005
2.865331071998326e-003	1.970654e-005
2.967731071998162e-003	1.890300e-005
3.070131071997998e-003	1.807989e-005
3.172531071997834e-003	1.723807e-005
3.274931071997670e-003	1.637842e-005
3.377331071997506e-003	1.550182e-005
3.479731071997342e-003	1.460917e-005
3.582131071997178e-003	1.370141e-005
3.684531071997014e-003	1.277947e-005
3.786931071996850e-003	1.184430e-005
3.889331071996686e-003	1.089688e-005
3.991731071996892e-003	9.938180e-006
4.094131071997172e-003	8.969198e-006
4.196531071997452e-003	7.990933e-006
4.298931071997732e-003	7.004400e-006
4.401331071998012e-003	6.010619e-006
4.503731071998292e-003	5.010617e-006
4.606131071998572e-003	4.005431e-006
4.708531071998852e-003	2.996100e-006
4.810931071999132e-003	1.983668e-006
4.913331071999413e-003	9.691839e-007
5.015731071999693e-003	-4.630331e-008
5.118131071999973e-003	-1.061743e-006
5.220531072000253e-003	-2.076083e-006
5.322931072000533e-003	-3.088276e-006
5.425331072000813e-003	-4.097272e-006
5.527731072001093e-003	-5.102029e-006
5.630131072001373e-003	-6.101506e-006
5.732531072001653e-003	-7.094668e-006
5.834931072001933e-003	-8.080490e-006
5.937331072002213e-003	-9.057950e-006
6.039731072002493e-003	-1.002604e-005
6.142131072002773e-003	-1.098375e-005
6.244531072003053e-003	-1.193009e-005
6.346931072003333e-003	-1.286409e-005
6.449331072003613e-003	-1.378478e-005
6.551731072003893e-003	-1.469120e-005
6.654131072004173e-003	-1.558242e-005
6.756531072004453e-003	-1.645752e-005
6.858931072004733e-003	-1.731558e-005
6.961331072005013e-003	-1.815573e-005
7.063731072005293e-003	-1.897709e-005
7.166131072005573e-003	-1.977881e-005
7.268531072005854e-003	-2.056006e-005
7.370931072006134e-003	-2.132004e-005
7.473331072006414e-003	-2.205796e-005
7.575731072006694e-003	-2.277305e-005
7.678131072006974e-003	-2.346457e-005
7.780531072007254e-003	-2.413181e-005
7.882931072006922e-003	-2.477408e-005
7.985331072006314e-003	-2.539072e-005
8.087731072005706e-003	-2.598107e-005
8.190131072005098e-003	-2.654455e-005
8.292531072004490e-003	-2.708055e-005
8.394931072003882e-003	-2.758854e-005
8.497331072003274e-003	-2.806797e-005
8.599731072002665e-003	-2.851836e-005
8.702131072002057e-003	-2.893923e-005
8.804531072001449e-003	-2.933016e-005
8.906931072000841e-003	-2.969074e-005
9.009331072000233e-003	-3.002059e-005
9.111731071999625e-003	-3.031938e-005
9.214131071999017e-003	-3.058679e-005
9.316531071998408e-003	-3.082256e-005
9.418931071997800e-003	-3.102642e-005
9.521331071997192e-003	-3.119818e-005
9.623731071996584e-003	-3.133766e-005
9.726131071995976e-003	-3.144470e-005
9.828531071995368e-003	-3.151921e-005
9.930931071994760e-003	-3.156110e-005
9.999931071994350e-003	-3.157091e-005
1.000000000000000e-002	-3.157091e-005
Step Information: Run=35  (Run: 34/99)
0.000000000000000e+000	0.000000e+000
5.731071999476257e-006	1.375687e-005
1.393107199947630e-005	2.380472e-005
2.843107199947618e-005	2.994982e-005
1.005310719994779e-004	3.187312e-005
2.029310719994804e-004	3.182943e-005
3.053310719994828e-004	3.175121e-005
4.077310719994853e-004	3.164013e-005
5.101310719994760e-004	3.149631e-005
6.125310719994230e-004	3.131989e-005
7.149310719993699e-004	3.111107e-005
8.173310719993169e-004	3.087005e-005
9.197310719992639e-004	3.059709e-005
1.022131071999260e-003	3.029247e-005
1.124531071999318e-003	2.995650e-005
1.226931071999376e-003	2.958953e-005
1.329331071999434e-003	2.919194e-005
1.431731071999492e-003	2.876414e-005
1.534131071999550e-003	2.830658e-005
1.636531071999608e-003	2.781972e-005
1.738931071999666e-003	2.730408e-005
1.841331071999724e-003	2.676018e-005
1.943731071999782e-003	2.618859e-005
2.046131071999639e-003	2.558990e-005
2.148531071999475e-003	2.496473e-005
2.250931071999310e-003	2.431372e-005
2.353331071999146e-003	2.363755e-005
2.455731071998982e-003	2.293693e-005
2.558131071998818e-003	2.221257e-005
2.660531071998654e-003	2.146522e-005
2.762931071998490e-003	2.069566e-005
2.865331071998326e-003	1.990468e-005
2.967731071998162e-003	1.909311e-005
3.070131071997998e-003	1.826178e-005
3.172531071997834e-003	1.741155e-005
3.274931071997670e-003	1.654330e-005
3.377331071997506e-003	1.565794e-005
3.479731071997342e-003	1.475637e-005
3.582131071997178e-003	1.383953e-005
3.684531071997014e-003	1.290837e-005
3.786931071996850e-003	1.196385e-005
3.889331071996686e-003	1.100695e-005
3.991731071996892e-003	1.003866e-005
4.094131071997172e-003	9.059987e-006
4.196531071997452e-003	8.071935e-006
4.298931071997732e-003	7.075530e-006
4.401331071998012e-003	6.071803e-006
4.503731071998292e-003	5.061792e-006
4.606131071998572e-003	4.046544e-006
4.708531071998852e-003	3.027108e-006
4.810931071999132e-003	2.004540e-006
4.913331071999413e-003	9.798977e-007
5.015731071999693e-003	-4.575883e-008
5.118131071999973e-003	-1.071368e-006
5.220531072000253e-003	-2.095868e-006
5.322931072000533e-003	-3.118200e-006
5.425331072000813e-003	-4.137305e-006
5.527731072001093e-003	-5.152128e-006
5.630131072001373e-003	-6.161621e-006
5.732531072001653e-003	-7.164736e-006
5.834931072001933e-003	-8.160438e-006
5.937331072002213e-003	-9.147696e-006
6.039731072002493e-003	-1.012549e-005
6.142131072002773e-003	-1.109280e-005
6.244531072003053e-003	-1.204863e-005
6.346931072003333e-003	-1.299200e-005
6.449331072003613e-003	-1.392192e-005
6.551731072003893e-003	-1.483744e-005
6.654131072004173e-003	-1.573760e-005
6.756531072004453e-003	-1.662147e-005
6.858931072004733e-003	-1.748815e-005
6.961331072005013e-003	-1.833673e-005
7.063731072005293e-003	-1.916633e-005
7.166131072005573e-003	-1.997610e-005
7.268531072005854e-003	-2.076520e-005
7.370931072006134e-003	-2.153281e-005
7.473331072006414e-003	-2.227814e-005
7.575731072006694e-003	-2.300041e-005
7.678131072006974e-003	-2.369888e-005
7.780531072007254e-003	-2.437283e-005
7.882931072006922e-003	-2.502156e-005
7.985331072006314e-003	-2.564439e-005
8.087731072005706e-003	-2.624069e-005
8.190131072005098e-003	-2.680984e-005
8.292531072004490e-003	-2.735124e-005
8.394931072003882e-003	-2.786433e-005
8.497331072003274e-003	-2.834860e-005
8.599731072002665e-003	-2.880352e-005
8.702131072002057e-003	-2.922864e-005
8.804531072001449e-003	-2.962352e-005
8.906931072000841e-003	-2.998774e-005
9.009331072000233e-003	-3.032093e-005
9.111731071999625e-003	-3.062274e-005
9.214131071999017e-003	-3.089286e-005
9.316531071998408e-003	-3.113101e-005
9.418931071997800e-003	-3.133695e-005
9.521331071997192e-003	-3.151047e-005
9.623731071996584e-003	-3.165137e-005
9.726131071995976e-003	-3.175952e-005
9.828531071995368e-003	-3.183481e-005
9.930931071994760e-003	-3.187715e-005
9.999931071994350e-003	-3.188708e-005
1.000000000000000e-002	-3.188708e-005
Step Information: Run=36  (Run: 35/99)
0.000000000000000e+000	0.000000e+000
5.731071999476257e-006	1.386288e-005
1.373107199947630e-005	2.402252e-005
2.743107199947619e-005	3.048208e-005
8.583107199947751e-005	3.285385e-005
1.005310719994779e-004	3.285674e-005
2.029310719994804e-004	3.281238e-005
3.053310719994828e-004	3.273184e-005
4.077310719994853e-004	3.261744e-005
5.101310719994760e-004	3.246928e-005
6.125310719994230e-004	3.228753e-005
7.149310719993699e-004	3.207236e-005
8.173310719993169e-004	3.182400e-005
9.197310719992639e-004	3.154271e-005
1.022131071999260e-003	3.122878e-005
1.124531071999318e-003	3.088254e-005
1.226931071999376e-003	3.050433e-005
1.329331071999434e-003	3.009456e-005
1.431731071999492e-003	2.965365e-005
1.534131071999550e-003	2.918205e-005
1.636531071999608e-003	2.868026e-005
1.738931071999666e-003	2.814878e-005
1.841331071999724e-003	2.758818e-005
1.943731071999782e-003	2.699903e-005
2.046131071999639e-003	2.638193e-005
2.148531071999475e-003	2.573754e-005
2.250931071999310e-003	2.506652e-005
2.353331071999146e-003	2.436955e-005
2.455731071998982e-003	2.364737e-005
2.558131071998818e-003	2.290072e-005
2.660531071998654e-003	2.213037e-005
2.762931071998490e-003	2.133711e-005
2.865331071998326e-003	2.052178e-005
2.967731071998162e-003	1.968522e-005
3.070131071997998e-003	1.882828e-005
3.172531071997834e-003	1.795186e-005
3.274931071997670e-003	1.705686e-005
3.377331071997506e-003	1.614421e-005
3.479731071997342e-003	1.521485e-005
3.582131071997178e-003	1.426975e-005
3.684531071997014e-003	1.330988e-005
3.786931071996850e-003	1.233624e-005
3.889331071996686e-003	1.134984e-005
3.991731071996892e-003	1.035169e-005
4.094131071997172e-003	9.342823e-006
4.196531071997452e-003	8.324292e-006
4.298931071997732e-003	7.297147e-006
4.401331071998012e-003	6.262451e-006
4.503731071998292e-003	5.221274e-006
4.606131071998572e-003	4.174694e-006
4.708531071998852e-003	3.123794e-006
4.810931071999132e-003	2.069662e-006
4.913331071999413e-003	1.013388e-006
5.015731071999693e-003	-4.393528e-008
5.118131071999973e-003	-1.101213e-006
5.220531072000253e-003	-2.157350e-006
5.322931072000533e-003	-3.211256e-006
5.425331072000813e-003	-4.261838e-006
5.527731072001093e-003	-5.308010e-006
5.630131072001373e-003	-6.348690e-006
5.732531072001653e-003	-7.382799e-006
5.834931072001933e-003	-8.409269e-006
5.937331072002213e-003	-9.427036e-006
6.039731072002493e-003	-1.043505e-005
6.142131072002773e-003	-1.143226e-005
6.244531072003053e-003	-1.241765e-005
6.346931072003333e-003	-1.339018e-005
6.449331072003613e-003	-1.434886e-005
6.551731072003893e-003	-1.529269e-005
6.654131072004173e-003	-1.622069e-005
6.756531072004453e-003	-1.713191e-005
6.858931072004733e-003	-1.802540e-005
6.961331072005013e-003	-1.890024e-005
7.063731072005293e-003	-1.975552e-005
7.166131072005573e-003	-2.059035e-005
7.268531072005854e-003	-2.140388e-005
7.370931072006134e-003	-2.219526e-005
7.473331072006414e-003	-2.296367e-005
7.575731072006694e-003	-2.370832e-005
7.678131072006974e-003	-2.442844e-005
7.780531072007254e-003	-2.512327e-005
7.882931072006922e-003	-2.579211e-005
7.985331072006314e-003	-2.643426e-005
8.087731072005706e-003	-2.704905e-005
8.190131072005098e-003	-2.763586e-005
8.292531072004490e-003	-2.819406e-005
8.394931072003882e-003	-2.872309e-005
8.497331072003274e-003	-2.922240e-005
8.599731072002665e-003	-2.969146e-005
8.702131072002057e-003	-3.012980e-005
8.804531072001449e-003	-3.053697e-005
8.906931072000841e-003	-3.091253e-005
9.009331072000233e-003	-3.125610e-005
9.111731071999625e-003	-3.156733e-005
9.214131071999017e-003	-3.184590e-005
9.316531071998408e-003	-3.209151e-005
9.418931071997800e-003	-3.230391e-005
9.521331071997192e-003	-3.248288e-005
9.623731071996584e-003	-3.262824e-005
9.726131071995976e-003	-3.273983e-005
9.828531071995368e-003	-3.281754e-005
9.930931071994760e-003	-3.286130e-005
9.999931071994350e-003	-3.287160e-005
1.000000000000000e-002	-3.287161e-005
Step Information: Run=37  (Run: 36/99)
0.000000000000000e+000	0.000000e+000
5.731071999476257e-006	1.366597e-005
1.403107199947630e-005	2.355485e-005
2.923107199947618e-005	2.946122e-005
1.005310719994779e-004	3.106753e-005
2.029310719994804e-004	3.102451e-005
3.053310719994828e-004	3.094819e-005
4.077310719994853e-004	3.083984e-005
5.101310719994760e-004	3.069958e-005
6.125310719994230e-004	3.052754e-005
7.149310719993699e-004	3.032392e-005
8.173310719993169e-004	3.008892e-005
9.197310719992639e-004	2.982278e-005
1.022131071999260e-003	2.952578e-005
1.124531071999318e-003	2.919823e-005
1.226931071999376e-003	2.884046e-005
1.329331071999434e-003	2.845285e-005
1.431731071999492e-003	2.803580e-005
1.534131071999550e-003	2.758973e-005
1.636531071999608e-003	2.711511e-005
1.738931071999666e-003	2.661244e-005
1.841331071999724e-003	2.608222e-005
1.943731071999782e-003	2.552502e-005
2.046131071999639e-003	2.494140e-005
2.148531071999475e-003	2.433197e-005
2.250931071999310e-003	2.369736e-005
2.353331071999146e-003	2.303823e-005
2.455731071998982e-003	2.235526e-005
2.558131071998818e-003	2.164916e-005
2.660531071998654e-003	2.092065e-005
2.762931071998490e-003	2.017049e-005
2.865331071998326e-003	1.939946e-005
2.967731071998162e-003	1.860836e-005
3.070131071997998e-003	1.779800e-005
3.172531071997834e-003	1.696922e-005
3.274931071997670e-003	1.612289e-005
3.377331071997506e-003	1.525986e-005
3.479731071997342e-003	1.438105e-005
3.582131071997178e-003	1.348736e-005
3.684531071997014e-003	1.257971e-005
3.786931071996850e-003	1.165904e-005
3.889331071996686e-003	1.072630e-005
3.991731071996892e-003	9.782471e-006
4.094131071997172e-003	8.828515e-006
4.196531071997452e-003	7.865422e-006
4.298931071997732e-003	6.894191e-006
4.401331071998012e-003	5.915825e-006
4.503731071998292e-003	4.931338e-006
4.606131071998572e-003	3.941747e-006
4.708531071998852e-003	2.948078e-006
4.810931071999132e-003	1.951357e-006
4.913331071999413e-003	9.526176e-007
5.015731071999693e-003	-4.710773e-008
5.118131071999973e-003	-1.046784e-006
5.220531072000253e-003	-2.045378e-006
5.322931072000533e-003	-3.041854e-006
5.425331072000813e-003	-4.035183e-006
5.527731072001093e-003	-5.024337e-006
5.630131072001373e-003	-6.008291e-006
5.732531072001653e-003	-6.986028e-006
5.834931072001933e-003	-7.956535e-006
5.937331072002213e-003	-8.918809e-006
6.039731072002493e-003	-9.871854e-006
6.142131072002773e-003	-1.081468e-005
6.244531072003053e-003	-1.174632e-005
6.346931072003333e-003	-1.266580e-005
6.449331072003613e-003	-1.357218e-005
6.551731072003893e-003	-1.446451e-005
6.654131072004173e-003	-1.534187e-005
6.756531072004453e-003	-1.620336e-005
6.858931072004733e-003	-1.704808e-005
6.961331072005013e-003	-1.787516e-005
7.063731072005293e-003	-1.868374e-005
7.166131072005573e-003	-1.947299e-005
7.268531072005854e-003	-2.024208e-005
7.370931072006134e-003	-2.099023e-005
7.473331072006414e-003	-2.171666e-005
7.575731072006694e-003	-2.242061e-005
7.678131072006974e-003	-2.310137e-005
7.780531072007254e-003	-2.375821e-005
7.882931072006922e-003	-2.439048e-005
7.985331072006314e-003	-2.499750e-005
8.087731072005706e-003	-2.557866e-005
8.190131072005098e-003	-2.613334e-005
8.292531072004490e-003	-2.666099e-005
8.394931072003882e-003	-2.716104e-005
8.497331072003274e-003	-2.763299e-005
8.599731072002665e-003	-2.807634e-005
8.702131072002057e-003	-2.849064e-005
8.804531072001449e-003	-2.887545e-005
8.906931072000841e-003	-2.923039e-005
9.009331072000233e-003	-2.955508e-005
9.111731071999625e-003	-2.984918e-005
9.214131071999017e-003	-3.011240e-005
9.316531071998408e-003	-3.034445e-005
9.418931071997800e-003	-3.054510e-005
9.521331071997192e-003	-3.071415e-005
9.623731071996584e-003	-3.085141e-005
9.726131071995976e-003	-3.095675e-005
9.828531071995368e-003	-3.103005e-005
9.930931071994760e-003	-3.107124e-005
9.999931071994350e-003	-3.108086e-005
1.000000000000000e-002	-3.108087e-005
Step Information: Run=38  (Run: 37/99)
0.000000000000000e+000	0.000000e+000
5.831071999476257e-006	1.377737e-005
1.423107199947630e-005	2.347954e-005
3.013107199947617e-005	2.917129e-005
1.005310719994779e-004	3.053706e-005
2.029310719994804e-004	3.049454e-005
3.053310719994828e-004	3.041946e-005
4.077310719994853e-004	3.031291e-005
